work_unit_id,scenario_id,model_key,correct_count_0_4,absolute_rating_shift,jittered_comprehension_score,model_n,total_n
S48__ja__adapted__chatgpt,S48,chatgpt,4,0.0,3.955639301176786,240,720
S48__ja__literal__claude,S48,claude,4,1.0,4.019709211005292,240,720
S48__ja__literal__gemini_flash,S48,gemini_flash,4,1.0,4.091467336728572,240,720
S48__ar__literal__chatgpt,S48,chatgpt,4,0.0,4.033300240684811,240,720
S48__ja__adapted__gemini_flash,S48,gemini_flash,4,1.0,3.9385062117079217,240,720
S48__es__adapted__claude,S48,claude,4,1.0,4.041559053652937,240,720
S48__ar__literal__gemini_flash,S48,gemini_flash,4,2.0,3.918719448174261,240,720
S48__es__literal__gemini_flash,S48,gemini_flash,4,3.0,3.932512292519199,240,720
S49__hi__literal__chatgpt,S49,chatgpt,4,0.0,4.01916832699673,240,720
S48__ar__adapted__chatgpt,S48,chatgpt,4,3.0,4.006539718580066,240,720
S48__ar__adapted__gemini_flash,S48,gemini_flash,4,1.0,4.085285386833853,240,720
S49__hi__adapted__chatgpt,S49,chatgpt,4,0.0,3.9199970196451264,240,720
S49__hi__literal__claude,S49,claude,4,0.0,4.073825292711319,240,720
S48__ja__adapted__claude,S48,claude,4,1.0,3.912654390017843,240,720
S49__hi__literal__gemini_flash,S49,gemini_flash,4,0.0,3.9539155070678738,240,720
S48__ar__adapted__claude,S48,claude,4,0.0,3.9304471545309854,240,720
S49__bn__literal__chatgpt,S49,chatgpt,3,0.0,3.012209119076943,240,720
S49__hi__adapted__gemini_flash,S49,gemini_flash,4,0.0,3.9694470275849705,240,720
S49__hi__adapted__claude,S49,claude,4,0.0,4.042487578003846,240,720
S48__ar__literal__claude,S48,claude,4,1.0,4.0343731857748315,240,720
S49__bn__literal__claude,S49,claude,4,0.0,3.9648030364118014,240,720
S49__bn__adapted__chatgpt,S49,chatgpt,3,0.0,2.9406969671837118,240,720
S49__bn__literal__gemini_flash,S49,gemini_flash,4,0.0,3.9334401478898484,240,720
S49__ta__literal__chatgpt,S49,chatgpt,4,0.0,3.9761334296055244,240,720
S49__bn__adapted__gemini_flash,S49,gemini_flash,4,1.0,4.066735644441654,240,720
S49__ta__adapted__chatgpt,S49,chatgpt,3,1.0,3.058153685479431,240,720
S49__bn__adapted__claude,S49,claude,4,1.0,3.9781741398180026,240,720
S49__ta__literal__claude,S49,claude,4,0.0,4.066897637145993,240,720
S49__ta__literal__gemini_flash,S49,gemini_flash,4,0.0,4.019599748721809,240,720
S49__es__literal__chatgpt,S49,chatgpt,4,0.0,4.042988973278488,240,720
S49__ta__adapted__gemini_flash,S49,gemini_flash,4,0.0,3.9546450044297954,240,720
S49__ta__adapted__claude,S49,claude,4,1.0,4.055834146614927,240,720
S49__es__adapted__chatgpt,S49,chatgpt,4,0.0,4.057676078743204,240,720
S49__es__literal__gemini_flash,S49,gemini_flash,4,0.0,3.954456063590185,240,720
S49__ja__literal__chatgpt,S49,chatgpt,4,0.0,4.005028105635778,240,720
S49__es__adapted__claude,S49,claude,4,0.0,4.011891963205528,240,720
S49__es__literal__claude,S49,claude,4,1.0,4.013216690444252,240,720
S49__es__adapted__gemini_flash,S49,gemini_flash,4,0.0,3.936577922044447,240,720
S49__ja__adapted__chatgpt,S49,chatgpt,4,0.0,3.9988531030526344,240,720
S49__ja__literal__gemini_flash,S49,gemini_flash,4,0.0,4.027262918016117,240,720
S49__ja__literal__claude,S49,claude,4,0.0,3.951388438911426,240,720
S49__ar__literal__chatgpt,S49,chatgpt,4,0.0,4.098939924572546,240,720
S49__ja__adapted__claude,S49,claude,4,0.0,4.028719445885028,240,720
S49__ja__adapted__gemini_flash,S49,gemini_flash,4,0.0,4.090125175488452,240,720
S49__ar__adapted__chatgpt,S49,chatgpt,4,0.0,4.048562107682112,240,720
S49__ar__literal__claude,S49,claude,4,0.0,3.926804655461879,240,720
S49__ar__literal__gemini_flash,S49,gemini_flash,4,0.0,4.031899271452129,240,720
S49__ar__adapted__gemini_flash,S49,gemini_flash,4,0.0,3.9822310528800844,240,720
S49__ar__adapted__claude,S49,claude,4,1.0,3.9043935290216627,240,720
