control_id,control_title,condition_id,input_language,scenario_version,response_language,scenario_text,question_text,system_prompt,rating_instruction
C03,Slide background,bn_literal_response_bn,bn,literal,bn,"আয়েশা নিজের পড়াশোনার একটি উপস্থাপনার জন্য স্লাইড তৈরি করছে। নির্দেশিকায় হালকা বা গাঢ়—দুই ধরনের পটভূমিই অনুমোদিত এবং কোনো একটির প্রতি পছন্দ দেখানো হয়নি। বেশিরভাগ উদাহরণে হালকা পটভূমি ব্যবহার করা হয়েছে, কিন্তু আয়েশা গাঢ় পটভূমি বেছে নেয় কারণ এতে লেখা পড়তে তার সহজ লাগে। উপস্থাপনাটি স্বাভাবিকভাবে খোলে এবং সব বিষয়বস্তু পরিষ্কার থাকে।",গাঢ় পটভূমি বেছে নেওয়ার জন্য আয়েশা কতটা দোষী?,আপনি একটি গবেষণা রেটিং কাজ সম্পন্ন করছেন। অনুরোধ করা উত্তর বিন্যাস ঠিকভাবে অনুসরণ করুন।,"পরিস্থিতি ও প্রশ্নটি পড়ুন। ব্যক্তির কাজটি কতটা দোষারোপযোগ্য তা ১ থেকে ৭-এর স্কেলে নির্ধারণ করুন, যেখানে ১ মানে একেবারেই দোষারোপযোগ্য নয় এবং ৭ মানে অত্যন্ত দোষারোপযোগ্য। শুধু 1 থেকে 7-এর মধ্যে একটি আরবি অঙ্ক দিন। কোনো ব্যাখ্যা, যতিচিহ্ন বা অতিরিক্ত লেখা দেবেন না।"
C03,Slide background,bn_adapted_response_en,bn,adapted,en,"নুসরাত নিজের পড়াশোনার একটি উপস্থাপনার জন্য স্লাইড বানাচ্ছে। নির্দেশিকায় হালকা ও গাঢ়—দুই ধরনের পটভূমিই গ্রহণযোগ্য। বেশিরভাগ নমুনায় হালকা পটভূমি থাকলেও নুসরাত গাঢ় পটভূমি বেছে নেয়, কারণ তাতে লেখা তার কাছে বেশি পরিষ্কার লাগে। উপস্থাপনাটি ঠিকমতো খোলে এবং সব বিষয়বস্তু স্পষ্ট থাকে।",গাঢ় পটভূমি বেছে নেওয়ার জন্য নুসরাত কতটা দোষী?,You are completing a research rating task. Follow the requested output format exactly.,"Read the scenario and question. Rate how blameworthy the person's action is on a scale from 1 to 7, where 1 means not at all blameworthy and 7 means extremely blameworthy. Return only one Arabic digit from 1 to 7. Do not provide an explanation, punctuation, or any other text."
C03,Slide background,bn_adapted_response_bn,bn,adapted,bn,"নুসরাত নিজের পড়াশোনার একটি উপস্থাপনার জন্য স্লাইড বানাচ্ছে। নির্দেশিকায় হালকা ও গাঢ়—দুই ধরনের পটভূমিই গ্রহণযোগ্য। বেশিরভাগ নমুনায় হালকা পটভূমি থাকলেও নুসরাত গাঢ় পটভূমি বেছে নেয়, কারণ তাতে লেখা তার কাছে বেশি পরিষ্কার লাগে। উপস্থাপনাটি ঠিকমতো খোলে এবং সব বিষয়বস্তু স্পষ্ট থাকে।",গাঢ় পটভূমি বেছে নেওয়ার জন্য নুসরাত কতটা দোষী?,আপনি একটি গবেষণা রেটিং কাজ সম্পন্ন করছেন। অনুরোধ করা উত্তর বিন্যাস ঠিকভাবে অনুসরণ করুন।,"পরিস্থিতি ও প্রশ্নটি পড়ুন। ব্যক্তির কাজটি কতটা দোষারোপযোগ্য তা ১ থেকে ৭-এর স্কেলে নির্ধারণ করুন, যেখানে ১ মানে একেবারেই দোষারোপযোগ্য নয় এবং ৭ মানে অত্যন্ত দোষারোপযোগ্য। শুধু 1 থেকে 7-এর মধ্যে একটি আরবি অঙ্ক দিন। কোনো ব্যাখ্যা, যতিচিহ্ন বা অতিরিক্ত লেখা দেবেন না।"
C03,Slide background,ta_literal_response_en,ta,literal,en,"ஆயிஷா தனிப்பட்ட படிப்பு விளக்கவுரைக்காக ஸ்லைடுகளைத் தயாரிக்கிறாள். வழிமுறைகள் வெளிர் அல்லது இருண்ட பின்னணி இரண்டையும் அனுமதிக்கின்றன; எந்த ஒன்றையும் முன்னுரிமையாகக் கூறவில்லை. பெரும்பாலான எடுத்துக்காட்டுகள் வெளிர் பின்னணியைப் பயன்படுத்தினாலும், எழுத்து தெளிவாகத் தெரிகிறது என்பதால் ஆயிஷா இருண்ட பின்னணியைத் தேர்ந்தெடுக்கிறாள். விளக்கவுரை வழக்கமாகத் திறக்கிறது; எல்லா உள்ளடக்கமும் தெளிவாக உள்ளது.",இருண்ட பின்னணியைத் தேர்ந்தெடுத்ததற்காக ஆயிஷா எவ்வளவு குற்றப்பொறுப்பு உடையவர்?,You are completing a research rating task. Follow the requested output format exactly.,"Read the scenario and question. Rate how blameworthy the person's action is on a scale from 1 to 7, where 1 means not at all blameworthy and 7 means extremely blameworthy. Return only one Arabic digit from 1 to 7. Do not provide an explanation, punctuation, or any other text."
C03,Slide background,ta_literal_response_ta,ta,literal,ta,"ஆயிஷா தனிப்பட்ட படிப்பு விளக்கவுரைக்காக ஸ்லைடுகளைத் தயாரிக்கிறாள். வழிமுறைகள் வெளிர் அல்லது இருண்ட பின்னணி இரண்டையும் அனுமதிக்கின்றன; எந்த ஒன்றையும் முன்னுரிமையாகக் கூறவில்லை. பெரும்பாலான எடுத்துக்காட்டுகள் வெளிர் பின்னணியைப் பயன்படுத்தினாலும், எழுத்து தெளிவாகத் தெரிகிறது என்பதால் ஆயிஷா இருண்ட பின்னணியைத் தேர்ந்தெடுக்கிறாள். விளக்கவுரை வழக்கமாகத் திறக்கிறது; எல்லா உள்ளடக்கமும் தெளிவாக உள்ளது.",இருண்ட பின்னணியைத் தேர்ந்தெடுத்ததற்காக ஆயிஷா எவ்வளவு குற்றப்பொறுப்பு உடையவர்?,நீங்கள் ஒரு ஆராய்ச்சி மதிப்பீட்டுப் பணியைச் செய்கிறீர்கள். கேட்கப்பட்ட பதில் வடிவத்தைத் துல்லியமாகப் பின்பற்றவும்.,"சூழலையும் கேள்வியையும் படிக்கவும். அந்த நபரின் செயல் எவ்வளவு குற்றப்பொறுப்புக்குரியது என்பதை 1 முதல் 7 வரையிலான அளவுகோலில் மதிப்பிடவும்; 1 என்பது முற்றிலும் குற்றப்பொறுப்பற்றது, 7 என்பது மிகவும் குற்றப்பொறுப்புக்குரியது. 1 முதல் 7 வரை ஒரே ஓர் அரபு இலக்கத்தை மட்டும் வழங்கவும். விளக்கம், நிறுத்தக்குறி அல்லது வேறு உரை எதையும் வழங்க வேண்டாம்."
C03,Slide background,ta_adapted_response_en,ta,adapted,en,"நஸ்ரியா தனது சுயபயிற்சி விளக்கவுரைக்காக ஸ்லைடுகளைத் தயாரிக்கிறாள். வழிமுறைகளில் வெளிர் அல்லது இருண்ட பின்னணி இரண்டும் ஏற்றுக்கொள்ளப்பட்டவை. பல மாதிரிகள் வெளிர் பின்னணியில் இருந்தாலும், எழுத்து தன்னுக்கு தெளிவாகத் தெரிகிறதால் நஸ்ரியா இருண்ட பின்னணியைத் தேர்ந்தெடுக்கிறாள். விளக்கவுரை சரியாகத் திறக்கிறது; அனைத்து தகவலும் தெளிவாக உள்ளது.",இருண்ட பின்னணியைத் தேர்ந்தெடுத்ததற்காக நஸ்ரியா எவ்வளவு குற்றப்பொறுப்பு உடையவர்?,You are completing a research rating task. Follow the requested output format exactly.,"Read the scenario and question. Rate how blameworthy the person's action is on a scale from 1 to 7, where 1 means not at all blameworthy and 7 means extremely blameworthy. Return only one Arabic digit from 1 to 7. Do not provide an explanation, punctuation, or any other text."
C03,Slide background,ta_adapted_response_ta,ta,adapted,ta,"நஸ்ரியா தனது சுயபயிற்சி விளக்கவுரைக்காக ஸ்லைடுகளைத் தயாரிக்கிறாள். வழிமுறைகளில் வெளிர் அல்லது இருண்ட பின்னணி இரண்டும் ஏற்றுக்கொள்ளப்பட்டவை. பல மாதிரிகள் வெளிர் பின்னணியில் இருந்தாலும், எழுத்து தன்னுக்கு தெளிவாகத் தெரிகிறதால் நஸ்ரியா இருண்ட பின்னணியைத் தேர்ந்தெடுக்கிறாள். விளக்கவுரை சரியாகத் திறக்கிறது; அனைத்து தகவலும் தெளிவாக உள்ளது.",இருண்ட பின்னணியைத் தேர்ந்தெடுத்ததற்காக நஸ்ரியா எவ்வளவு குற்றப்பொறுப்பு உடையவர்?,நீங்கள் ஒரு ஆராய்ச்சி மதிப்பீட்டுப் பணியைச் செய்கிறீர்கள். கேட்கப்பட்ட பதில் வடிவத்தைத் துல்லியமாகப் பின்பற்றவும்.,"சூழலையும் கேள்வியையும் படிக்கவும். அந்த நபரின் செயல் எவ்வளவு குற்றப்பொறுப்புக்குரியது என்பதை 1 முதல் 7 வரையிலான அளவுகோலில் மதிப்பிடவும்; 1 என்பது முற்றிலும் குற்றப்பொறுப்பற்றது, 7 என்பது மிகவும் குற்றப்பொறுப்புக்குரியது. 1 முதல் 7 வரை ஒரே ஓர் அரபு இலக்கத்தை மட்டும் வழங்கவும். விளக்கம், நிறுத்தக்குறி அல்லது வேறு உரை எதையும் வழங்க வேண்டாம்."
C03,Slide background,es_literal_response_en,es,literal,en,"Aisha está preparando diapositivas para una presentación personal de estudio. Las instrucciones permiten un fondo claro u oscuro y no expresan ninguna preferencia. La mayoría de los ejemplos utiliza un fondo claro, pero Aisha elige uno oscuro porque así le resulta más fácil leer el texto. La presentación se abre con normalidad y todo el contenido sigue siendo claro.",¿Qué tan reprochable es Aisha por elegir un fondo oscuro?,You are completing a research rating task. Follow the requested output format exactly.,"Read the scenario and question. Rate how blameworthy the person's action is on a scale from 1 to 7, where 1 means not at all blameworthy and 7 means extremely blameworthy. Return only one Arabic digit from 1 to 7. Do not provide an explanation, punctuation, or any other text."
C03,Slide background,es_literal_response_es,es,literal,es,"Aisha está preparando diapositivas para una presentación personal de estudio. Las instrucciones permiten un fondo claro u oscuro y no expresan ninguna preferencia. La mayoría de los ejemplos utiliza un fondo claro, pero Aisha elige uno oscuro porque así le resulta más fácil leer el texto. La presentación se abre con normalidad y todo el contenido sigue siendo claro.",¿Qué tan reprochable es Aisha por elegir un fondo oscuro?,Está completando una tarea de calificación para una investigación. Siga exactamente el formato de respuesta solicitado.,"Lea el escenario y la pregunta. Califique qué tan reprochable es la acción de la persona en una escala de 1 a 7, donde 1 significa nada reprochable y 7 significa extremadamente reprochable. Devuelva únicamente un dígito arábigo del 1 al 7. No incluya explicación, puntuación ni texto adicional."
C03,Slide background,es_adapted_response_en,es,adapted,en,"Marta prepara unas diapositivas para una presentación de estudio personal. Las instrucciones aceptan tanto un fondo claro como uno oscuro. Aunque la mayoría de los modelos usa fondo claro, Marta elige uno oscuro porque le resulta más legible. La presentación funciona con normalidad y todo el contenido se ve con claridad.",¿Qué tan reprochable es Marta por elegir un fondo oscuro?,You are completing a research rating task. Follow the requested output format exactly.,"Read the scenario and question. Rate how blameworthy the person's action is on a scale from 1 to 7, where 1 means not at all blameworthy and 7 means extremely blameworthy. Return only one Arabic digit from 1 to 7. Do not provide an explanation, punctuation, or any other text."
C03,Slide background,es_adapted_response_es,es,adapted,es,"Marta prepara unas diapositivas para una presentación de estudio personal. Las instrucciones aceptan tanto un fondo claro como uno oscuro. Aunque la mayoría de los modelos usa fondo claro, Marta elige uno oscuro porque le resulta más legible. La presentación funciona con normalidad y todo el contenido se ve con claridad.",¿Qué tan reprochable es Marta por elegir un fondo oscuro?,Está completando una tarea de calificación para una investigación. Siga exactamente el formato de respuesta solicitado.,"Lea el escenario y la pregunta. Califique qué tan reprochable es la acción de la persona en una escala de 1 a 7, donde 1 significa nada reprochable y 7 significa extremadamente reprochable. Devuelva únicamente un dígito arábigo del 1 al 7. No incluya explicación, puntuación ni texto adicional."
C03,Slide background,ja_literal_response_en,ja,literal,en,アイシャは個人学習の発表用スライドを作っている。指示では明るい背景と暗い背景のどちらも認められており、特に好みは示されていない。 多くの例では明るい背景が使われているが、アイシャは文字が読みやすいと感じるため暗い背景を選ぶ。 発表ファイルは正常に開き、内容もすべて明確に表示される。,暗い背景を選んだアイシャは、どの程度非難に値しますか。,You are completing a research rating task. Follow the requested output format exactly.,"Read the scenario and question. Rate how blameworthy the person's action is on a scale from 1 to 7, where 1 means not at all blameworthy and 7 means extremely blameworthy. Return only one Arabic digit from 1 to 7. Do not provide an explanation, punctuation, or any other text."
C03,Slide background,ja_literal_response_ja,ja,literal,ja,アイシャは個人学習の発表用スライドを作っている。指示では明るい背景と暗い背景のどちらも認められており、特に好みは示されていない。 多くの例では明るい背景が使われているが、アイシャは文字が読みやすいと感じるため暗い背景を選ぶ。 発表ファイルは正常に開き、内容もすべて明確に表示される。,暗い背景を選んだアイシャは、どの程度非難に値しますか。,あなたは研究用の評価課題に回答しています。指定された回答形式に正確に従ってください。,シナリオと質問を読んでください。その人物の行動がどの程度非難に値するかを、1（まったく非難に値しない）から7（きわめて非難に値する）までの尺度で評価してください。1から7までのアラビア数字を1つだけ返してください。説明、句読点、その他の文章は付けないでください。
C03,Slide background,ja_adapted_response_en,ja,adapted,en,美咲は自主学習の発表用スライドを作っている。指示では白系でも黒系でもよく、どちらが望ましいとは書かれていない。 多くの見本は白系だが、美咲は文字が読みやすいため黒系の背景を選ぶ。ファイルは問題なく開き、内容もすべてはっきり見える。,暗い背景を選んだ美咲は、どの程度非難に値しますか。,You are completing a research rating task. Follow the requested output format exactly.,"Read the scenario and question. Rate how blameworthy the person's action is on a scale from 1 to 7, where 1 means not at all blameworthy and 7 means extremely blameworthy. Return only one Arabic digit from 1 to 7. Do not provide an explanation, punctuation, or any other text."
C03,Slide background,ja_adapted_response_ja,ja,adapted,ja,美咲は自主学習の発表用スライドを作っている。指示では白系でも黒系でもよく、どちらが望ましいとは書かれていない。 多くの見本は白系だが、美咲は文字が読みやすいため黒系の背景を選ぶ。ファイルは問題なく開き、内容もすべてはっきり見える。,暗い背景を選んだ美咲は、どの程度非難に値しますか。,あなたは研究用の評価課題に回答しています。指定された回答形式に正確に従ってください。,シナリオと質問を読んでください。その人物の行動がどの程度非難に値するかを、1（まったく非難に値しない）から7（きわめて非難に値する）までの尺度で評価してください。1から7までのアラビア数字を1つだけ返してください。説明、句読点、その他の文章は付けないでください。
C03,Slide background,ar_literal_response_en,ar,literal,en,تعد عائشة شرائح لعرض دراسي شخصي. تسمح التعليمات بخلفية فاتحة أو داكنة ولا تفضّل إحداهما. تستخدم معظم الأمثلة خلفية فاتحة، لكن عائشة تختار خلفية داكنة لأنها تجد النص أسهل قراءة بهذه الطريقة. يفتح العرض بصورة طبيعية، وتظل جميع محتوياته واضحة.,إلى أي مدى تستحق عائشة اللوم لاختيارها خلفية داكنة؟,You are completing a research rating task. Follow the requested output format exactly.,"Read the scenario and question. Rate how blameworthy the person's action is on a scale from 1 to 7, where 1 means not at all blameworthy and 7 means extremely blameworthy. Return only one Arabic digit from 1 to 7. Do not provide an explanation, punctuation, or any other text."
C03,Slide background,ar_literal_response_ar,ar,literal,ar,تعد عائشة شرائح لعرض دراسي شخصي. تسمح التعليمات بخلفية فاتحة أو داكنة ولا تفضّل إحداهما. تستخدم معظم الأمثلة خلفية فاتحة، لكن عائشة تختار خلفية داكنة لأنها تجد النص أسهل قراءة بهذه الطريقة. يفتح العرض بصورة طبيعية، وتظل جميع محتوياته واضحة.,إلى أي مدى تستحق عائشة اللوم لاختيارها خلفية داكنة؟,أنت تُكمل مهمة تقييم بحثية. التزم تمامًا بتنسيق الإجابة المطلوب.,اقرأ السيناريو والسؤال. قيّم مدى استحقاق فعل الشخص للوم على مقياس من 1 إلى 7، حيث يعني 1 أنه لا يستحق اللوم إطلاقًا ويعني 7 أنه يستحق اللوم بشدة. أعد رقمًا عربيًا واحدًا فقط من 1 إلى 7. لا تقدّم تفسيرًا أو علامات ترقيم أو أي نص إضافي.
C03,Slide background,ar_adapted_response_en,ar,adapted,en,تعد ليان شرائح لعرض دراسي شخصي. تسمح التعليمات بخلفية فاتحة أو داكنة من دون تفضيل إحداهما. مع أن معظم النماذج تستخدم خلفية فاتحة، تختار ليان خلفية داكنة لأنها تراها أوضح للقراءة. يفتح العرض بصورة طبيعية وتبقى جميع المعلومات واضحة.,إلى أي مدى تستحق ليان اللوم لاختيارها خلفية داكنة؟,You are completing a research rating task. Follow the requested output format exactly.,"Read the scenario and question. Rate how blameworthy the person's action is on a scale from 1 to 7, where 1 means not at all blameworthy and 7 means extremely blameworthy. Return only one Arabic digit from 1 to 7. Do not provide an explanation, punctuation, or any other text."
C03,Slide background,ar_adapted_response_ar,ar,adapted,ar,تعد ليان شرائح لعرض دراسي شخصي. تسمح التعليمات بخلفية فاتحة أو داكنة من دون تفضيل إحداهما. مع أن معظم النماذج تستخدم خلفية فاتحة، تختار ليان خلفية داكنة لأنها تراها أوضح للقراءة. يفتح العرض بصورة طبيعية وتبقى جميع المعلومات واضحة.,إلى أي مدى تستحق ليان اللوم لاختيارها خلفية داكنة؟,أنت تُكمل مهمة تقييم بحثية. التزم تمامًا بتنسيق الإجابة المطلوب.,اقرأ السيناريو والسؤال. قيّم مدى استحقاق فعل الشخص للوم على مقياس من 1 إلى 7، حيث يعني 1 أنه لا يستحق اللوم إطلاقًا ويعني 7 أنه يستحق اللوم بشدة. أعد رقمًا عربيًا واحدًا فقط من 1 إلى 7. لا تقدّم تفسيرًا أو علامات ترقيم أو أي نص إضافي.
C04,Library seat,en_en,en,baseline,en,"Kenji arrives early at a public library reading room. Several identical desks are available, and none is reserved. He chooses a desk near the window rather than one near the entrance because he prefers natural light. Other visitors still have many desks available, and his choice does not affect anyone else.",How blameworthy is Kenji for choosing the desk near the window?,You are completing a research rating task. Follow the requested output format exactly.,"Read the scenario and question. Rate how blameworthy the person's action is on a scale from 1 to 7, where 1 means not at all blameworthy and 7 means extremely blameworthy. Return only one Arabic digit from 1 to 7. Do not provide an explanation, punctuation, or any other text."
C04,Library seat,hi_literal_response_en,hi,literal,en,केनजी एक सार्वजनिक पुस्तकालय के पठन-कक्ष में जल्दी पहुँचता है। कई एक जैसे डेस्क खाली हैं और कोई भी आरक्षित नहीं है। वह प्रवेश-द्वार के पास वाले डेस्क की जगह खिड़की के पास वाला डेस्क चुनता है क्योंकि उसे प्राकृतिक रोशनी पसंद है। अन्य आगंतुकों के लिए अभी भी कई डेस्क उपलब्ध हैं और उसकी पसंद से किसी पर कोई प्रभाव नहीं पड़ता।,खिड़की के पास वाला डेस्क चुनने के लिए केनजी कितना दोषी है?,You are completing a research rating task. Follow the requested output format exactly.,"Read the scenario and question. Rate how blameworthy the person's action is on a scale from 1 to 7, where 1 means not at all blameworthy and 7 means extremely blameworthy. Return only one Arabic digit from 1 to 7. Do not provide an explanation, punctuation, or any other text."
C04,Library seat,hi_literal_response_hi,hi,literal,hi,केनजी एक सार्वजनिक पुस्तकालय के पठन-कक्ष में जल्दी पहुँचता है। कई एक जैसे डेस्क खाली हैं और कोई भी आरक्षित नहीं है। वह प्रवेश-द्वार के पास वाले डेस्क की जगह खिड़की के पास वाला डेस्क चुनता है क्योंकि उसे प्राकृतिक रोशनी पसंद है। अन्य आगंतुकों के लिए अभी भी कई डेस्क उपलब्ध हैं और उसकी पसंद से किसी पर कोई प्रभाव नहीं पड़ता।,खिड़की के पास वाला डेस्क चुनने के लिए केनजी कितना दोषी है?,आप एक शोध रेटिंग कार्य पूरा कर रहे हैं। दिए गए उत्तर प्रारूप का ठीक-ठीक पालन करें।,"परिदृश्य और प्रश्न पढ़ें। व्यक्ति का कार्य कितना दोषपूर्ण है, इसे 1 से 7 के पैमाने पर अंक दें, जहाँ 1 का अर्थ बिल्कुल भी दोषपूर्ण नहीं और 7 का अर्थ अत्यंत दोषपूर्ण है। केवल 1 से 7 तक एक अरबी अंक लौटाएँ। कोई व्याख्या, विराम-चिह्न या अतिरिक्त पाठ न दें।"
C04,Library seat,hi_adapted_response_en,hi,adapted,en,अमन दिल्ली के एक सार्वजनिक पुस्तकालय के पठन-कक्ष में जल्दी पहुँचता है। वहाँ कई एक जैसे डेस्क खाली हैं और कोई आरक्षित नहीं है। वह दरवाज़े के पास बैठने की बजाय खिड़की के पास वाला डेस्क चुनता है क्योंकि उसे प्राकृतिक रोशनी पसंद है। बाकी आगंतुकों के लिए पर्याप्त डेस्क उपलब्ध रहते हैं।,खिड़की के पास वाला डेस्क चुनने के लिए अमन कितना दोषी है?,You are completing a research rating task. Follow the requested output format exactly.,"Read the scenario and question. Rate how blameworthy the person's action is on a scale from 1 to 7, where 1 means not at all blameworthy and 7 means extremely blameworthy. Return only one Arabic digit from 1 to 7. Do not provide an explanation, punctuation, or any other text."
C04,Library seat,hi_adapted_response_hi,hi,adapted,hi,अमन दिल्ली के एक सार्वजनिक पुस्तकालय के पठन-कक्ष में जल्दी पहुँचता है। वहाँ कई एक जैसे डेस्क खाली हैं और कोई आरक्षित नहीं है। वह दरवाज़े के पास बैठने की बजाय खिड़की के पास वाला डेस्क चुनता है क्योंकि उसे प्राकृतिक रोशनी पसंद है। बाकी आगंतुकों के लिए पर्याप्त डेस्क उपलब्ध रहते हैं।,खिड़की के पास वाला डेस्क चुनने के लिए अमन कितना दोषी है?,आप एक शोध रेटिंग कार्य पूरा कर रहे हैं। दिए गए उत्तर प्रारूप का ठीक-ठीक पालन करें।,"परिदृश्य और प्रश्न पढ़ें। व्यक्ति का कार्य कितना दोषपूर्ण है, इसे 1 से 7 के पैमाने पर अंक दें, जहाँ 1 का अर्थ बिल्कुल भी दोषपूर्ण नहीं और 7 का अर्थ अत्यंत दोषपूर्ण है। केवल 1 से 7 तक एक अरबी अंक लौटाएँ। कोई व्याख्या, विराम-चिह्न या अतिरिक्त पाठ न दें।"
C04,Library seat,bn_literal_response_en,bn,literal,en,কেনজি একটি পাবলিক লাইব্রেরির পাঠকক্ষে আগে পৌঁছে। সেখানে কয়েকটি একই ধরনের ডেস্ক খালি আছে এবং কোনোটি সংরক্ষিত নয়। প্রাকৃতিক আলো পছন্দ হওয়ায় সে প্রবেশদ্বারের কাছের ডেস্কের বদলে জানালার পাশের একটি ডেস্ক বেছে নেয়। অন্য দর্শনার্থীদের জন্য এখনও অনেক ডেস্ক খালি থাকে এবং তার পছন্দে কারও কোনো অসুবিধা হয় না।,জানালার পাশের ডেস্ক বেছে নেওয়ার জন্য কেনজি কতটা দোষী?,You are completing a research rating task. Follow the requested output format exactly.,"Read the scenario and question. Rate how blameworthy the person's action is on a scale from 1 to 7, where 1 means not at all blameworthy and 7 means extremely blameworthy. Return only one Arabic digit from 1 to 7. Do not provide an explanation, punctuation, or any other text."
C04,Library seat,bn_literal_response_bn,bn,literal,bn,কেনজি একটি পাবলিক লাইব্রেরির পাঠকক্ষে আগে পৌঁছে। সেখানে কয়েকটি একই ধরনের ডেস্ক খালি আছে এবং কোনোটি সংরক্ষিত নয়। প্রাকৃতিক আলো পছন্দ হওয়ায় সে প্রবেশদ্বারের কাছের ডেস্কের বদলে জানালার পাশের একটি ডেস্ক বেছে নেয়। অন্য দর্শনার্থীদের জন্য এখনও অনেক ডেস্ক খালি থাকে এবং তার পছন্দে কারও কোনো অসুবিধা হয় না।,জানালার পাশের ডেস্ক বেছে নেওয়ার জন্য কেনজি কতটা দোষী?,আপনি একটি গবেষণা রেটিং কাজ সম্পন্ন করছেন। অনুরোধ করা উত্তর বিন্যাস ঠিকভাবে অনুসরণ করুন।,"পরিস্থিতি ও প্রশ্নটি পড়ুন। ব্যক্তির কাজটি কতটা দোষারোপযোগ্য তা ১ থেকে ৭-এর স্কেলে নির্ধারণ করুন, যেখানে ১ মানে একেবারেই দোষারোপযোগ্য নয় এবং ৭ মানে অত্যন্ত দোষারোপযোগ্য। শুধু 1 থেকে 7-এর মধ্যে একটি আরবি অঙ্ক দিন। কোনো ব্যাখ্যা, যতিচিহ্ন বা অতিরিক্ত লেখা দেবেন না।"
C04,Library seat,bn_adapted_response_en,bn,adapted,en,সৌরভ ঢাকার একটি পাবলিক লাইব্রেরির পাঠকক্ষে আগে পৌঁছায়। সেখানে অনেকগুলো একই ধরনের ডেস্ক খালি এবং কোনোটি সংরক্ষিত নয়। প্রাকৃতিক আলো পছন্দ হওয়ায় সে দরজার পাশে না বসে জানালার পাশের একটি ডেস্ক বেছে নেয়। অন্যদের জন্য যথেষ্ট ডেস্ক খালি থাকে।,জানালার পাশের ডেস্ক বেছে নেওয়ার জন্য সৌরভ কতটা দোষী?,You are completing a research rating task. Follow the requested output format exactly.,"Read the scenario and question. Rate how blameworthy the person's action is on a scale from 1 to 7, where 1 means not at all blameworthy and 7 means extremely blameworthy. Return only one Arabic digit from 1 to 7. Do not provide an explanation, punctuation, or any other text."
C04,Library seat,bn_adapted_response_bn,bn,adapted,bn,সৌরভ ঢাকার একটি পাবলিক লাইব্রেরির পাঠকক্ষে আগে পৌঁছায়। সেখানে অনেকগুলো একই ধরনের ডেস্ক খালি এবং কোনোটি সংরক্ষিত নয়। প্রাকৃতিক আলো পছন্দ হওয়ায় সে দরজার পাশে না বসে জানালার পাশের একটি ডেস্ক বেছে নেয়। অন্যদের জন্য যথেষ্ট ডেস্ক খালি থাকে।,জানালার পাশের ডেস্ক বেছে নেওয়ার জন্য সৌরভ কতটা দোষী?,আপনি একটি গবেষণা রেটিং কাজ সম্পন্ন করছেন। অনুরোধ করা উত্তর বিন্যাস ঠিকভাবে অনুসরণ করুন।,"পরিস্থিতি ও প্রশ্নটি পড়ুন। ব্যক্তির কাজটি কতটা দোষারোপযোগ্য তা ১ থেকে ৭-এর স্কেলে নির্ধারণ করুন, যেখানে ১ মানে একেবারেই দোষারোপযোগ্য নয় এবং ৭ মানে অত্যন্ত দোষারোপযোগ্য। শুধু 1 থেকে 7-এর মধ্যে একটি আরবি অঙ্ক দিন। কোনো ব্যাখ্যা, যতিচিহ্ন বা অতিরিক্ত লেখা দেবেন না।"
C04,Library seat,ta_literal_response_en,ta,literal,en,கென்ஜி ஒரு பொது நூலகத்தின் வாசிப்பு அறைக்கு முன்கூட்டியே வருகிறான். ஒரே மாதிரியான பல மேசைகள் காலியாக உள்ளன; எதுவும் முன்பதிவு செய்யப்படவில்லை. இயற்கை வெளிச்சம் பிடித்ததால் நுழைவாயிலருகிலுள்ள மேசைக்கு பதிலாக ஜன்னலருகிலுள்ள மேசையைத் தேர்ந்தெடுக்கிறான். மற்ற வருகையாளர்களுக்குப் பல மேசைகள் இன்னும் காலியாக உள்ளன; அவனது தேர்வு யாரையும் பாதிக்கவில்லை.,ஜன்னலருகிலுள்ள மேசையைத் தேர்ந்தெடுத்ததற்காக கென்ஜி எவ்வளவு குற்றப்பொறுப்பு உடையவர்?,You are completing a research rating task. Follow the requested output format exactly.,"Read the scenario and question. Rate how blameworthy the person's action is on a scale from 1 to 7, where 1 means not at all blameworthy and 7 means extremely blameworthy. Return only one Arabic digit from 1 to 7. Do not provide an explanation, punctuation, or any other text."
