scenario_id,language,model,normalized_character_edit_rate,absolute_adaptation_effect,signed_adaptation_effect,total_n,model_n
S39,Japanese,GPT-4o,0.75,0.0,0.0,900,300
S39,Japanese,Claude Sonnet 4.6,0.75,1.0,1.0,900,300
S39,Japanese,Gemini 3.5 Flash,0.75,0.0,0.0,900,300
S39,Arabic,GPT-4o,0.4318181818181818,1.0,-1.0,900,300
S39,Arabic,Claude Sonnet 4.6,0.4318181818181818,0.0,0.0,900,300
S39,Arabic,Gemini 3.5 Flash,0.4318181818181818,0.0,0.0,900,300
S40,Hindi,GPT-4o,0.4117647058823529,1.0,1.0,900,300
S40,Hindi,Claude Sonnet 4.6,0.4117647058823529,2.0,2.0,900,300
S40,Hindi,Gemini 3.5 Flash,0.4117647058823529,1.0,1.0,900,300
S40,Bengali,GPT-4o,0.41379310344827586,1.0,-1.0,900,300
S40,Bengali,Claude Sonnet 4.6,0.41379310344827586,1.0,1.0,900,300
S40,Bengali,Gemini 3.5 Flash,0.41379310344827586,0.0,0.0,900,300
S40,Tamil,GPT-4o,0.4533333333333333,4.0,-4.0,900,300
S40,Tamil,Claude Sonnet 4.6,0.4533333333333333,2.0,2.0,900,300
S40,Tamil,Gemini 3.5 Flash,0.4533333333333333,2.0,2.0,900,300
S40,Spanish,GPT-4o,0.5641025641025641,0.0,0.0,900,300
S40,Spanish,Claude Sonnet 4.6,0.5641025641025641,0.0,0.0,900,300
S40,Spanish,Gemini 3.5 Flash,0.5641025641025641,0.0,0.0,900,300
S40,Japanese,GPT-4o,0.7586206896551724,0.0,0.0,900,300
S40,Japanese,Claude Sonnet 4.6,0.7586206896551724,1.0,-1.0,900,300
S40,Japanese,Gemini 3.5 Flash,0.7586206896551724,0.0,0.0,900,300
S40,Arabic,GPT-4o,0.5769230769230769,0.0,0.0,900,300
S40,Arabic,Claude Sonnet 4.6,0.5769230769230769,1.0,1.0,900,300
S40,Arabic,Gemini 3.5 Flash,0.5769230769230769,1.0,1.0,900,300
S41,Hindi,GPT-4o,0.5700934579439252,0.0,0.0,900,300
S41,Hindi,Claude Sonnet 4.6,0.5700934579439252,0.0,0.0,900,300
S41,Hindi,Gemini 3.5 Flash,0.5700934579439252,1.0,-1.0,900,300
S41,Bengali,GPT-4o,0.3972602739726027,1.0,-1.0,900,300
S41,Bengali,Claude Sonnet 4.6,0.3972602739726027,1.0,-1.0,900,300
S41,Bengali,Gemini 3.5 Flash,0.3972602739726027,0.0,0.0,900,300
S41,Tamil,GPT-4o,0.4606741573033708,0.0,0.0,900,300
S41,Tamil,Claude Sonnet 4.6,0.4606741573033708,1.0,-1.0,900,300
S41,Tamil,Gemini 3.5 Flash,0.4606741573033708,0.0,0.0,900,300
S41,Spanish,GPT-4o,0.5473684210526316,0.0,0.0,900,300
S41,Spanish,Claude Sonnet 4.6,0.5473684210526316,1.0,-1.0,900,300
S41,Spanish,Gemini 3.5 Flash,0.5473684210526316,0.0,0.0,900,300
S41,Japanese,GPT-4o,0.6086956521739131,0.0,0.0,900,300
S41,Japanese,Claude Sonnet 4.6,0.6086956521739131,1.0,-1.0,900,300
S41,Japanese,Gemini 3.5 Flash,0.6086956521739131,1.0,1.0,900,300
S41,Arabic,GPT-4o,0.3148148148148148,0.0,0.0,900,300
S41,Arabic,Claude Sonnet 4.6,0.3148148148148148,0.0,0.0,900,300
S41,Arabic,Gemini 3.5 Flash,0.3148148148148148,0.0,0.0,900,300
S42,Hindi,GPT-4o,0.5061728395061729,0.0,0.0,900,300
S42,Hindi,Claude Sonnet 4.6,0.5061728395061729,0.0,0.0,900,300
S42,Hindi,Gemini 3.5 Flash,0.5061728395061729,0.0,0.0,900,300
S42,Bengali,GPT-4o,0.36923076923076925,2.0,-2.0,900,300
S42,Bengali,Claude Sonnet 4.6,0.36923076923076925,0.0,0.0,900,300
S42,Bengali,Gemini 3.5 Flash,0.36923076923076925,0.0,0.0,900,300
S42,Tamil,GPT-4o,0.5949367088607594,0.0,0.0,900,300
S42,Tamil,Claude Sonnet 4.6,0.5949367088607594,0.0,0.0,900,300
S42,Tamil,Gemini 3.5 Flash,0.5949367088607594,1.0,1.0,900,300
S42,Spanish,GPT-4o,0.7341772151898734,0.0,0.0,900,300
S42,Spanish,Claude Sonnet 4.6,0.7341772151898734,1.0,-1.0,900,300
S42,Spanish,Gemini 3.5 Flash,0.7341772151898734,1.0,-1.0,900,300
S42,Japanese,GPT-4o,0.6521739130434783,0.0,0.0,900,300
S42,Japanese,Claude Sonnet 4.6,0.6521739130434783,0.0,0.0,900,300
S42,Japanese,Gemini 3.5 Flash,0.6521739130434783,0.0,0.0,900,300
S42,Arabic,GPT-4o,0.58,0.0,0.0,900,300
S42,Arabic,Claude Sonnet 4.6,0.58,1.0,1.0,900,300
S42,Arabic,Gemini 3.5 Flash,0.58,1.0,1.0,900,300
S43,Hindi,GPT-4o,0.4819277108433735,3.0,-3.0,900,300
S43,Hindi,Claude Sonnet 4.6,0.4819277108433735,2.0,2.0,900,300
S43,Hindi,Gemini 3.5 Flash,0.4819277108433735,0.0,0.0,900,300
S43,Bengali,GPT-4o,0.5932203389830508,1.0,-1.0,900,300
S43,Bengali,Claude Sonnet 4.6,0.5932203389830508,1.0,1.0,900,300
S43,Bengali,Gemini 3.5 Flash,0.5932203389830508,1.0,-1.0,900,300
S43,Tamil,GPT-4o,0.417910447761194,1.0,1.0,900,300
S43,Tamil,Claude Sonnet 4.6,0.417910447761194,0.0,0.0,900,300
S43,Tamil,Gemini 3.5 Flash,0.417910447761194,1.0,-1.0,900,300
S43,Spanish,GPT-4o,0.40298507462686567,0.0,0.0,900,300
S43,Spanish,Claude Sonnet 4.6,0.40298507462686567,1.0,-1.0,900,300
S43,Spanish,Gemini 3.5 Flash,0.40298507462686567,1.0,1.0,900,300
S43,Japanese,GPT-4o,0.47368421052631576,0.0,0.0,900,300
S43,Japanese,Claude Sonnet 4.6,0.47368421052631576,1.0,-1.0,900,300
S43,Japanese,Gemini 3.5 Flash,0.47368421052631576,0.0,0.0,900,300
S43,Arabic,GPT-4o,0.6122448979591837,4.0,4.0,900,300
S43,Arabic,Claude Sonnet 4.6,0.6122448979591837,2.0,2.0,900,300
S43,Arabic,Gemini 3.5 Flash,0.6122448979591837,2.0,2.0,900,300
S44,Hindi,GPT-4o,0.6571428571428571,0.0,0.0,900,300
S44,Hindi,Claude Sonnet 4.6,0.6571428571428571,1.0,-1.0,900,300
S44,Hindi,Gemini 3.5 Flash,0.6571428571428571,0.0,0.0,900,300
S44,Bengali,GPT-4o,0.7213114754098361,0.0,0.0,900,300
S44,Bengali,Claude Sonnet 4.6,0.7213114754098361,1.0,-1.0,900,300
S44,Bengali,Gemini 3.5 Flash,0.7213114754098361,0.0,0.0,900,300
S44,Tamil,GPT-4o,0.7101449275362319,0.0,0.0,900,300
S44,Tamil,Claude Sonnet 4.6,0.7101449275362319,1.0,-1.0,900,300
S44,Tamil,Gemini 3.5 Flash,0.7101449275362319,1.0,-1.0,900,300
S44,Spanish,GPT-4o,0.7142857142857143,0.0,0.0,900,300
S44,Spanish,Claude Sonnet 4.6,0.7142857142857143,0.0,0.0,900,300
S44,Spanish,Gemini 3.5 Flash,0.7142857142857143,1.0,-1.0,900,300
S44,Japanese,GPT-4o,0.43478260869565216,0.0,0.0,900,300
S44,Japanese,Claude Sonnet 4.6,0.43478260869565216,0.0,0.0,900,300
S44,Japanese,Gemini 3.5 Flash,0.43478260869565216,1.0,-1.0,900,300
S44,Arabic,GPT-4o,0.5306122448979592,0.0,0.0,900,300
S44,Arabic,Claude Sonnet 4.6,0.5306122448979592,1.0,-1.0,900,300
S44,Arabic,Gemini 3.5 Flash,0.5306122448979592,0.0,0.0,900,300
S45,Hindi,GPT-4o,0.632183908045977,0.0,0.0,900,300
S45,Hindi,Claude Sonnet 4.6,0.632183908045977,0.0,0.0,900,300
S45,Hindi,Gemini 3.5 Flash,0.632183908045977,0.0,0.0,900,300
S45,Bengali,GPT-4o,0.7638888888888888,4.0,-4.0,900,300
S45,Bengali,Claude Sonnet 4.6,0.7638888888888888,0.0,0.0,900,300
S45,Bengali,Gemini 3.5 Flash,0.7638888888888888,1.0,-1.0,900,300
S45,Tamil,GPT-4o,0.6470588235294118,0.0,0.0,900,300
S45,Tamil,Claude Sonnet 4.6,0.6470588235294118,1.0,-1.0,900,300
S45,Tamil,Gemini 3.5 Flash,0.6470588235294118,1.0,-1.0,900,300
S45,Spanish,GPT-4o,0.5416666666666666,0.0,0.0,900,300
S45,Spanish,Claude Sonnet 4.6,0.5416666666666666,1.0,-1.0,900,300
S45,Spanish,Gemini 3.5 Flash,0.5416666666666666,0.0,0.0,900,300
S45,Japanese,GPT-4o,0.5416666666666666,0.0,0.0,900,300
S45,Japanese,Claude Sonnet 4.6,0.5416666666666666,0.0,0.0,900,300
S45,Japanese,Gemini 3.5 Flash,0.5416666666666666,0.0,0.0,900,300
S45,Arabic,GPT-4o,0.46808510638297873,0.0,0.0,900,300
S45,Arabic,Claude Sonnet 4.6,0.46808510638297873,0.0,0.0,900,300
S45,Arabic,Gemini 3.5 Flash,0.46808510638297873,0.0,0.0,900,300
S46,Hindi,GPT-4o,0.5362318840579711,0.0,0.0,900,300
S46,Hindi,Claude Sonnet 4.6,0.5362318840579711,0.0,0.0,900,300
S46,Hindi,Gemini 3.5 Flash,0.5362318840579711,0.0,0.0,900,300
S46,Bengali,GPT-4o,0.43333333333333335,0.0,0.0,900,300
S46,Bengali,Claude Sonnet 4.6,0.43333333333333335,0.0,0.0,900,300
S46,Bengali,Gemini 3.5 Flash,0.43333333333333335,0.0,0.0,900,300
S46,Tamil,GPT-4o,0.5714285714285714,2.0,-2.0,900,300
S46,Tamil,Claude Sonnet 4.6,0.5714285714285714,3.0,-3.0,900,300
S46,Tamil,Gemini 3.5 Flash,0.5714285714285714,1.0,-1.0,900,300
S46,Spanish,GPT-4o,0.6557377049180327,0.0,0.0,900,300
S46,Spanish,Claude Sonnet 4.6,0.6557377049180327,1.0,-1.0,900,300
S46,Spanish,Gemini 3.5 Flash,0.6557377049180327,1.0,-1.0,900,300
S46,Japanese,GPT-4o,0.7142857142857143,0.0,0.0,900,300
S46,Japanese,Claude Sonnet 4.6,0.7142857142857143,0.0,0.0,900,300
S46,Japanese,Gemini 3.5 Flash,0.7142857142857143,1.0,-1.0,900,300
S46,Arabic,GPT-4o,0.4444444444444444,0.0,0.0,900,300
S46,Arabic,Claude Sonnet 4.6,0.4444444444444444,1.0,1.0,900,300
S46,Arabic,Gemini 3.5 Flash,0.4444444444444444,0.0,0.0,900,300
S47,Hindi,GPT-4o,0.4111111111111111,0.0,0.0,900,300
S47,Hindi,Claude Sonnet 4.6,0.4111111111111111,0.0,0.0,900,300
S47,Hindi,Gemini 3.5 Flash,0.4111111111111111,0.0,0.0,900,300
S47,Bengali,GPT-4o,0.6724137931034483,0.0,0.0,900,300
S47,Bengali,Claude Sonnet 4.6,0.6724137931034483,0.0,0.0,900,300
S47,Bengali,Gemini 3.5 Flash,0.6724137931034483,0.0,0.0,900,300
S47,Tamil,GPT-4o,0.6779661016949152,0.0,0.0,900,300
S47,Tamil,Claude Sonnet 4.6,0.6779661016949152,0.0,0.0,900,300
S47,Tamil,Gemini 3.5 Flash,0.6779661016949152,0.0,0.0,900,300
S47,Spanish,GPT-4o,0.6451612903225806,0.0,0.0,900,300
S47,Spanish,Claude Sonnet 4.6,0.6451612903225806,0.0,0.0,900,300
S47,Spanish,Gemini 3.5 Flash,0.6451612903225806,0.0,0.0,900,300
S47,Japanese,GPT-4o,0.7619047619047619,0.0,0.0,900,300
S47,Japanese,Claude Sonnet 4.6,0.7619047619047619,0.0,0.0,900,300
S47,Japanese,Gemini 3.5 Flash,0.7619047619047619,0.0,0.0,900,300
S47,Arabic,GPT-4o,0.675,0.0,0.0,900,300
S47,Arabic,Claude Sonnet 4.6,0.675,0.0,0.0,900,300
S47,Arabic,Gemini 3.5 Flash,0.675,0.0,0.0,900,300
S48,Hindi,GPT-4o,0.5,3.0,-3.0,900,300
S48,Hindi,Claude Sonnet 4.6,0.5,1.0,-1.0,900,300
S48,Hindi,Gemini 3.5 Flash,0.5,2.0,-2.0,900,300
S48,Bengali,GPT-4o,0.5245901639344263,1.0,1.0,900,300
S48,Bengali,Claude Sonnet 4.6,0.5245901639344263,0.0,0.0,900,300
S48,Bengali,Gemini 3.5 Flash,0.5245901639344263,1.0,-1.0,900,300
S48,Tamil,GPT-4o,0.4,0.0,0.0,900,300
S48,Tamil,Claude Sonnet 4.6,0.4,0.0,0.0,900,300
S48,Tamil,Gemini 3.5 Flash,0.4,1.0,1.0,900,300
S48,Spanish,GPT-4o,0.7258064516129032,0.0,0.0,900,300
S48,Spanish,Claude Sonnet 4.6,0.7258064516129032,2.0,-2.0,900,300
S48,Spanish,Gemini 3.5 Flash,0.7258064516129032,2.0,-2.0,900,300
S48,Japanese,GPT-4o,0.7,0.0,0.0,900,300
S48,Japanese,Claude Sonnet 4.6,0.7,2.0,-2.0,900,300
S48,Japanese,Gemini 3.5 Flash,0.7,0.0,0.0,900,300
S48,Arabic,GPT-4o,0.7317073170731707,3.0,3.0,900,300
S48,Arabic,Claude Sonnet 4.6,0.7317073170731707,1.0,-1.0,900,300
S48,Arabic,Gemini 3.5 Flash,0.7317073170731707,1.0,-1.0,900,300
S49,Hindi,GPT-4o,0.3010752688172043,0.0,0.0,900,300
S49,Hindi,Claude Sonnet 4.6,0.3010752688172043,0.0,0.0,900,300
S49,Hindi,Gemini 3.5 Flash,0.3010752688172043,0.0,0.0,900,300
S49,Bengali,GPT-4o,0.6379310344827587,0.0,0.0,900,300
S49,Bengali,Claude Sonnet 4.6,0.6379310344827587,1.0,-1.0,900,300
S49,Bengali,Gemini 3.5 Flash,0.6379310344827587,1.0,-1.0,900,300
S49,Tamil,GPT-4o,0.639344262295082,1.0,-1.0,900,300
S49,Tamil,Claude Sonnet 4.6,0.639344262295082,1.0,-1.0,900,300
S49,Tamil,Gemini 3.5 Flash,0.639344262295082,0.0,0.0,900,300
S49,Spanish,GPT-4o,0.5686274509803921,0.0,0.0,900,300
S49,Spanish,Claude Sonnet 4.6,0.5686274509803921,1.0,1.0,900,300
S49,Spanish,Gemini 3.5 Flash,0.5686274509803921,0.0,0.0,900,300
S49,Japanese,GPT-4o,0.5555555555555556,0.0,0.0,900,300
S49,Japanese,Claude Sonnet 4.6,0.5555555555555556,0.0,0.0,900,300
S49,Japanese,Gemini 3.5 Flash,0.5555555555555556,0.0,0.0,900,300
S49,Arabic,GPT-4o,0.4583333333333333,0.0,0.0,900,300
S49,Arabic,Claude Sonnet 4.6,0.4583333333333333,1.0,-1.0,900,300
S49,Arabic,Gemini 3.5 Flash,0.4583333333333333,0.0,0.0,900,300
S50,Hindi,GPT-4o,0.5052631578947369,1.0,1.0,900,300
S50,Hindi,Claude Sonnet 4.6,0.5052631578947369,0.0,0.0,900,300
S50,Hindi,Gemini 3.5 Flash,0.5052631578947369,1.0,1.0,900,300
S50,Bengali,GPT-4o,0.5,1.0,1.0,900,300
S50,Bengali,Claude Sonnet 4.6,0.5,0.0,0.0,900,300
S50,Bengali,Gemini 3.5 Flash,0.5,1.0,1.0,900,300
S50,Tamil,GPT-4o,0.4262295081967213,2.0,2.0,900,300
S50,Tamil,Claude Sonnet 4.6,0.4262295081967213,0.0,0.0,900,300
S50,Tamil,Gemini 3.5 Flash,0.4262295081967213,0.0,0.0,900,300
S50,Spanish,GPT-4o,0.5797101449275363,3.0,-3.0,900,300
S50,Spanish,Claude Sonnet 4.6,0.5797101449275363,0.0,0.0,900,300
S50,Spanish,Gemini 3.5 Flash,0.5797101449275363,0.0,0.0,900,300
S50,Japanese,GPT-4o,0.5652173913043478,0.0,0.0,900,300
S50,Japanese,Claude Sonnet 4.6,0.5652173913043478,0.0,0.0,900,300
S50,Japanese,Gemini 3.5 Flash,0.5652173913043478,0.0,0.0,900,300
S50,Arabic,GPT-4o,0.5471698113207547,2.0,-2.0,900,300
S50,Arabic,Claude Sonnet 4.6,0.5471698113207547,0.0,0.0,900,300
S50,Arabic,Gemini 3.5 Flash,0.5471698113207547,1.0,-1.0,900,300
