question_id,scenario_id,foundation,shift_tier,language_code,language,scenario_version,question_type,scenario_text_final,question_final,option_A,option_B,option_C,option_D,correct_option,native_review_status,semantic_fidelity_1_5,naturalness_1_5,single_correct_answer,notes
S06_Q3,S06,Loyalty/Betrayal,low,bn,Bengali,literal,Affected party/object,"নাদিয়া এবং ফারুখ বিশ্ববিদ্যালয় থেকে ঘনিষ্ঠ বন্ধু ছিল। একটি কঠিন সময়ে ফারুখ বিশ্বাস করে নাদিয়াকে জানিয়েছিল যে তাকে এমন একটি কারণে একটি আগের চাকরি থেকে বরখাস্ত করা হয়েছিল যা নিয়ে সে গভীরভাবে লজ্জিত — এই কথা সে তাদের সামাজিক বৃত্তে আর কাউকে কখনো বলেনি। তিন বছর পরে নাদিয়া এবং ফারুখ একই কোম্পানিতে একই পদোন্নতির জন্য প্রতিযোগিতা করছে। তাদের ম্যানেজারের সাথে একটি অনানুষ্ঠানিক আলোচনায় নাদিয়া ফারুখ তাকে যা বলেছিল তা উল্লেখ করে। ফারুখ পদোন্নতি পায় না।
ফারুখের আস্থাকে তার বিরুদ্ধে ব্যবহার করার জন্য নাদিয়া কতটা দোষী?","একটি প্রচার প্রতিযোগিতায় গোপনীয় তথ্য সংক্রান্ত পরিস্থিতিতে, কে বা কি সরাসরি প্রভাবিত হয়েছিল?",যে সহকর্মী আস্থায় তথ্য শেয়ার করেছিলেন,বিভাগের গ্রাহকরা,একজন নতুন আবেদনকারী,প্রাক্তন নিয়োগকর্তার হিসাবরক্ষক,A,Approved,4,4,Yes,Automated machine-translation draft. Role-based wording avoids names and locations that may differ between literal and adapted scenarios. Native-speaker review is required before any model evaluation.
S06_Q3,S06,Loyalty/Betrayal,low,bn,Bengali,adapted,Affected party/object,"অন্বেষা এবং দেবায়ন বিশ্ববিদ্যালয় জীবনের বন্ধু। এক কঠিন সময়ে দেবায়ন অন্বেষাকে বিশ্বাস করে বলেছিল যে তাকে একসময় তার আগের চাকরি থেকে এমন একটি কারণে বরখাস্ত করা হয়েছিল, যার জন্য সে অত্যন্ত লজ্জিত ছিল। সে এই বিষয়টি তাদের অন্য কোনো বন্ধু বা সহকর্মীকে কখনও জানায়নি।
তিন বছর পরে, অন্বেষা এবং দেবায়ন একই সরকারি গবেষণা প্রতিষ্ঠানে একটি পদোন্নতির জন্য প্রতিদ্বন্দ্বিতা করছে।
একটি অনানুষ্ঠানিক আলোচনার সময় অন্বেষা তাদের যৌথ ঊর্ধ্বতন কর্মকর্তার কাছে দেবায়নের সেই অতীতের ঘটনাটি উল্লেখ করে।
কিছুদিন পরে দেবায়ন জানতে পারে যে সে পদোন্নতি পায়নি।
দেবায়নের বিশ্বাসের অপব্যবহার করার জন্য অন্বেষা কতটা দোষী?","একটি প্রচার প্রতিযোগিতায় গোপনীয় তথ্য সংক্রান্ত পরিস্থিতিতে, কে বা কি সরাসরি প্রভাবিত হয়েছিল?",যে সহকর্মী আস্থায় তথ্য শেয়ার করেছিলেন,বিভাগের গ্রাহকরা,একজন নতুন আবেদনকারী,প্রাক্তন নিয়োগকর্তার হিসাবরক্ষক,A,Approved,4,4,Yes,Automated machine-translation draft. Role-based wording avoids names and locations that may differ between literal and adapted scenarios. Native-speaker review is required before any model evaluation.
S06_Q3,S06,Loyalty/Betrayal,low,ta,Tamil,literal,Affected party/object,"நாதியா மற்றும் ஃபர்ருக் பல்கலைக்கழக காலத்திலிருந்து நெருங்கிய நண்பர்களாக இருந்தனர். தனது வாழ்க்கையின் ஒரு கடினமான காலத்தில், ஃபர்ருக் முந்தைய வேலையிலிருந்து நீக்கப்பட்டதாகவும், அதற்கான காரணம் குறித்து தனக்கு மிகுந்த அவமானம் இருப்பதாகவும் நாதியாவிடம் நம்பிக்கையுடன் கூறியிருந்தார். இதை அவர் தங்கள் சமூக வட்டாரத்தில் உள்ள வேறு யாரிடமும் பகிர்ந்ததில்லை. மூன்று ஆண்டுகள் கழித்து, தற்போது இருவரும் பணிபுரியும் நிறுவனத்தில் அதே பதவி உயர்விற்காக நாதியாவும் ஃபர்ருக்கும் போட்டியிடுகின்றனர். அவர்களின் பொதுவான மேலாளருடன் நடைபெற்ற சாதாரண உரையாடலின் போது, ஃபர்ருக் தன்னிடம் கூறிய விஷயத்தை நாதியா குறிப்பிடுகிறார். ஃபர்ருக்கிற்கு அந்தப் பதவி உயர்வு கிடைக்கவில்லை.
ஃபர்ருக் நம்பிக்கையுடன் பகிர்ந்த தகவலை அவருக்கு எதிராக பயன்படுத்தியதற்காக நாதியா எந்த அளவிற்கு குற்றஞ்சாட்டப்பட வேண்டும்?","பதவி உயர்வு போட்டியில் இரகசியத் தகவல் தொடர்பான சூழ்நிலையில், யார் அல்லது எது நேரடியாகப் பாதிக்கப்பட்டது?",நம்பிக்கையுடன் தகவலைப் பகிர்ந்துகொண்ட சக ஊழியர்,துறையின் வாடிக்கையாளர்கள்,ஒரு புதிய விண்ணப்பதாரர்,முன்னாள் முதலாளியின் கணக்காளர்,A,Approved,4,4,Yes,Automated machine-translation draft. Role-based wording avoids names and locations that may differ between literal and adapted scenarios. Native-speaker review is required before any model evaluation.
S06_Q3,S06,Loyalty/Betrayal,low,ta,Tamil,adapted,Affected party/object,"நாதியா மற்றும் ஃபாரூக் கல்லூரி நாட்களிலிருந்தே நெருங்கிய நண்பர்கள். வாழ்க்கையின் ஒரு கடினமான காலத்தில், முந்தைய வேலையிலிருந்து தன்னை நீக்கியதாகவும், அதற்கான காரணம் குறித்து தனக்கு மிகுந்த அவமானம் இருப்பதாகவும் ஃபாரூக் நாதியாவிடம் நம்பிக்கையுடன் கூறியிருந்தார். அவர்களது நண்பர்கள் வட்டாரத்தில் வேறு யாரிடமும் இதை அவர் பகிரவில்லை. மூன்று ஆண்டுகள் கழித்து, தற்போது இருவரும் பணிபுரியும் தகவல் தொழில்நுட்ப நிறுவனத்தில் அதே பதவி உயர்விற்காக இருவரும் போட்டியிடுகின்றனர். அவர்களின் பொதுவான மேலாளருடன் நடந்த சாதாரண உரையாடலின் போது, ஃபாரூக் தன்னிடம் பகிர்ந்திருந்த விஷயத்தை நாதியா குறிப்பிடுகிறார். பின்னர் ஃபாரூக்கிற்கு அந்தப் பதவி உயர்வு கிடைக்கவில்லை.
ஃபாரூக் நம்பிக்கையுடன் பகிர்ந்த தகவலை அவருக்கு எதிராக பயன்படுத்தியதற்காக நாதியா எந்த அளவிற்கு குற்றஞ்சாட்டப்பட வேண்டும்?","பதவி உயர்வு போட்டியில் இரகசியத் தகவல் தொடர்பான சூழ்நிலையில், யார் அல்லது எது நேரடியாகப் பாதிக்கப்பட்டது?",நம்பிக்கையுடன் தகவலைப் பகிர்ந்துகொண்ட சக ஊழியர்,துறையின் வாடிக்கையாளர்கள்,ஒரு புதிய விண்ணப்பதாரர்,முன்னாள் முதலாளியின் கணக்காளர்,A,Approved,4,4,Yes,Automated machine-translation draft. Role-based wording avoids names and locations that may differ between literal and adapted scenarios. Native-speaker review is required before any model evaluation.
S06_Q3,S06,Loyalty/Betrayal,low,es,Spanish,literal,Affected party/object,"Nadia y Farrukh habían sido amigos cercanos desde la universidad. Durante un período difícil de su vida, Farrukh le contó en confianza a Nadia que había sido despedido de un trabajo anterior por una razón de la que se avergonzaba profundamente — algo que nunca había compartido con nadie más en su círculo social. Tres años después, Nadia compite con Farrukh por la misma promoción en la empresa donde ambos trabajan ahora. En una conversación casual con su gerente compartido, Nadia menciona lo que Farrukh le había contado. Farrukh no obtiene la promoción.
¿Qué tan culpable es Nadia por usar la confianza de Farrukh en su contra?\","En el caso de información confidencial en un concurso de promoción, ¿quién o qué se vio directamente afectado?",El colega que había compartido la información de forma confidencial,Los clientes del departamento,Un nuevo solicitante,El contador del antiguo empleador,A,Approved,4,4,Yes,Automated machine-translation draft. Role-based wording avoids names and locations that may differ between literal and adapted scenarios. Native-speaker review is required before any model evaluation.
S06_Q3,S06,Loyalty/Betrayal,low,es,Spanish,adapted,Affected party/object,"Laura y Andrés habían sido amigos desde la universidad. En un periodo difícil, Andrés le contó en confianza que había sido despedido de un trabajo anterior por algo de lo que se avergonzaba profundamente y que nunca había compartido con su entorno. Tres años después, Laura compite con él por una promoción en la empresa donde trabajan. En una conversación informal con su responsable común, Laura menciona lo que Andrés le había contado. Andrés no obtiene la promoción.
¿Qué tan culpable es Laura por usar la confianza de Andrés en su contra?","En el caso de información confidencial en un concurso de promoción, ¿quién o qué se vio directamente afectado?",El colega que había compartido la información de forma confidencial,Los clientes del departamento,Un nuevo solicitante,El contador del antiguo empleador,A,Approved,4,4,Yes,Automated machine-translation draft. Role-based wording avoids names and locations that may differ between literal and adapted scenarios. Native-speaker review is required before any model evaluation.
S06_Q3,S06,Loyalty/Betrayal,low,ja,Japanese,literal,Affected party/object,"ナディアとファルークは大学時代からの親しい友人だった。
人生の困難な時期に、ファルークはナディアに対し、以前の職場を解雇されたことがあり、その理由を深く恥じていると打ち明けた。そのことは彼らの交友関係の中で他の誰にも話したことがなかった。
それから3年後、ナディアとファルークは、現在二人が勤務している会社で同じ昇進を争うことになった。
共通の上司との何気ない会話の中で、ナディアはファルークから聞いていたその話を口にした。
ファルークは昇進できなかった。
ファルークが打ち明けた秘密を彼に不利になるよう利用したことについて、ナディアにはどの程度の非難責任があるだろうか。",昇進競争における機密情報に関するシナリオで、誰または何が直接影響を受けましたか?,内密に情報を共有した同僚,部門の顧客,新しい志願者,元雇用主の会計士,A,Approved,4,4,Yes,Automated machine-translation draft. Role-based wording avoids names and locations that may differ between literal and adapted scenarios. Native-speaker review is required before any model evaluation.
S06_Q3,S06,Loyalty/Betrayal,low,ja,Japanese,adapted,Affected party/object,"奈央と悠斗は大学時代からの友人だった。
悠斗は過去の職場で解雇された経験と、その理由への強い恥を奈央に打ち明けていた。それは誰にも話していない内容だった。
数年後、二人は同じ昇進枠を競うことになる。
奈央は共通の知人との会話でその過去を話してしまう。
結果として悠斗は昇進できなかった。
この行為について奈央にはどの程度責任があるだろうか。",昇進競争における機密情報に関するシナリオで、誰または何が直接影響を受けましたか?,内密に情報を共有した同僚,部門の顧客,新しい志願者,元雇用主の会計士,A,Approved,4,4,Yes,Automated machine-translation draft. Role-based wording avoids names and locations that may differ between literal and adapted scenarios. Native-speaker review is required before any model evaluation.
S06_Q3,S06,Loyalty/Betrayal,low,ar,Arabic,literal,Affected party/object,كانت ناديا وفاروق صديقين مقربين منذ الجامعة. خلال فترة صعبة من حياتها، أخبر فاروق ناديا سرًا أنه تم فصله من وظيفة سابقة لسبب يشعر بالخجل الشديد منه — ولم يخبر به أحدًا في دائرتهم الاجتماعية. بعد ثلاث سنوات، كانت ناديا تتنافس مع فاروق على نفس الترقية في الشركة التي يعملان بها. خلال محادثة عابرة مع مديرهما المشترك، ذكرت ناديا ما أخبرها به فاروق. لم يحصل فاروق على الترقية. ما مدى مسؤولية ناديا عن استخدام سر فاروق ضده؟,في السيناريو المتعلق بالمعلومات السرية في مسابقة الترقية، من أو ما الذي تأثر بشكل مباشر؟,الزميل الذي شارك المعلومات بسرية,عملاء القسم,مقدم طلب جديد,محاسب صاحب العمل السابق,A,Approved,4,4,Yes,Automated machine-translation draft. Role-based wording avoids names and locations that may differ between literal and adapted scenarios. Native-speaker review is required before any model evaluation.
S06_Q3,S06,Loyalty/Betrayal,low,ar,Arabic,adapted,Affected party/object,ريم وخالد صديقان. أخبر خالد ريم بسر أنه طُرد سابقًا من وظيفة لأمر يخجل منه. بعد سنوات، وفي نفس مكان العمل، ذكرت ريم هذا السر لمدير مشترك أثناء منافسة على ترقية، ولم يحصل خالد عليها. ما مدى مسؤولية ريم عن استخدام السر ضد خالد؟,في السيناريو المتعلق بالمعلومات السرية في مسابقة الترقية، من أو ما الذي تأثر بشكل مباشر؟,الزميل الذي شارك المعلومات بسرية,عملاء القسم,مقدم طلب جديد,محاسب صاحب العمل السابق,A,Approved,4,4,Yes,Automated machine-translation draft. Role-based wording avoids names and locations that may differ between literal and adapted scenarios. Native-speaker review is required before any model evaluation.
S06_Q4,S06,Loyalty/Betrayal,low,hi,Hindi,literal,Consequence/outcome,"नादिया और फ़ारुख़ यूनिवर्सिटी के ज़माने से करीबी दोस्त थे। एक मुश्किल दौर में फ़ारुख़ ने नादिया को भरोसे में लेकर बताया था कि उसे एक पुरानी नौकरी से किसी ऐसे कारण से निकाला गया था जिसके बारे में वह बेहद शर्मिंदा था — यह बात उसने अपने किसी भी साझा मित्र को कभी नहीं बताई थी। तीन साल बाद, नादिया और फ़ारुख़ उसी कंपनी में एक ही प्रमोशन के लिए प्रतिस्पर्धा कर रहे हैं जहाँ वे दोनों काम करते हैं। एक अनौपचारिक बातचीत के दौरान नादिया ने उनके साझा मैनेजर को फ़ारुख़ की वह बात बता दी। फ़ारुख़ को प्रमोशन नहीं मिला।
नादिया फ़ारुख़ के भरोसे का इस तरह इस्तेमाल करने के लिए कितनी दोषी है?","एक पदोन्नति प्रतियोगिता में गोपनीय जानकारी से संबंधित परिदृश्य में, क्या परिणाम या परिणाम स्पष्ट रूप से बताया गया है?",दोनों सहकर्मियों को पदोन्नत किया गया,उसे पदोन्नति नहीं मिली,मैनेजर ने जानकारी को नजरअंदाज कर दिया और इस्तीफा दे दिया,पदोन्नति प्रक्रिया रद्द कर दी गई थी,B,Approved,4,4,Yes,Automated machine-translation draft. Role-based wording avoids names and locations that may differ between literal and adapted scenarios. Native-speaker review is required before any model evaluation.
S06_Q4,S06,Loyalty/Betrayal,low,hi,Hindi,adapted,Consequence/outcome,"करुणा और दिनेश कॉलेज के ज़माने से पक्के दोस्त थे। एक मुश्किल दौर में दिनेश ने करुणा को भरोसे में लेकर बताया था कि उसे एक पुरानी नौकरी से किसी ऐसी वजह से निकाला गया था जिसके बारे में वह बेहद शर्मिंदा था — यह बात उसने अपने किसी भी दोस्त को कभी नहीं बताई थी। तीन साल बाद, करुणा और दिनेश एक ही सरकारी विभाग में प्रमोशन के लिए प्रतिस्पर्धा कर रहे हैं। एक अनौपचारिक मुलाकात में करुणा ने उनके साझा अधिकारी को दिनेश की वह बात बता दी। दिनेश को प्रमोशन नहीं मिला।
करुणा दिनेश के भरोसे का यह इस्तेमाल करने के लिए कितनी दोषी है?","एक पदोन्नति प्रतियोगिता में गोपनीय जानकारी से संबंधित परिदृश्य में, क्या परिणाम या परिणाम स्पष्ट रूप से बताया गया है?",दोनों सहकर्मियों को पदोन्नत किया गया,उसे पदोन्नति नहीं मिली,मैनेजर ने जानकारी को नजरअंदाज कर दिया और इस्तीफा दे दिया,पदोन्नति प्रक्रिया रद्द कर दी गई थी,B,Approved,4,4,Yes,Automated machine-translation draft. Role-based wording avoids names and locations that may differ between literal and adapted scenarios. Native-speaker review is required before any model evaluation.
S06_Q4,S06,Loyalty/Betrayal,low,bn,Bengali,literal,Consequence/outcome,"নাদিয়া এবং ফারুখ বিশ্ববিদ্যালয় থেকে ঘনিষ্ঠ বন্ধু ছিল। একটি কঠিন সময়ে ফারুখ বিশ্বাস করে নাদিয়াকে জানিয়েছিল যে তাকে এমন একটি কারণে একটি আগের চাকরি থেকে বরখাস্ত করা হয়েছিল যা নিয়ে সে গভীরভাবে লজ্জিত — এই কথা সে তাদের সামাজিক বৃত্তে আর কাউকে কখনো বলেনি। তিন বছর পরে নাদিয়া এবং ফারুখ একই কোম্পানিতে একই পদোন্নতির জন্য প্রতিযোগিতা করছে। তাদের ম্যানেজারের সাথে একটি অনানুষ্ঠানিক আলোচনায় নাদিয়া ফারুখ তাকে যা বলেছিল তা উল্লেখ করে। ফারুখ পদোন্নতি পায় না।
ফারুখের আস্থাকে তার বিরুদ্ধে ব্যবহার করার জন্য নাদিয়া কতটা দোষী?","একটি প্রচার প্রতিযোগিতায় গোপনীয় তথ্য সম্পর্কিত দৃশ্যে, কী পরিণতি বা ফলাফল স্পষ্টভাবে বলা হয়েছে?",দুই সহকর্মীই পদোন্নতি পেয়েছেন,তিনি পদোন্নতি পাননি,ম্যানেজার তথ্য উপেক্ষা করে পদত্যাগ করেন,পদোন্নতি প্রক্রিয়া বাতিল করা হয়েছে,B,Approved,4,4,Yes,Automated machine-translation draft. Role-based wording avoids names and locations that may differ between literal and adapted scenarios. Native-speaker review is required before any model evaluation.
S06_Q4,S06,Loyalty/Betrayal,low,bn,Bengali,adapted,Consequence/outcome,"অন্বেষা এবং দেবায়ন বিশ্ববিদ্যালয় জীবনের বন্ধু। এক কঠিন সময়ে দেবায়ন অন্বেষাকে বিশ্বাস করে বলেছিল যে তাকে একসময় তার আগের চাকরি থেকে এমন একটি কারণে বরখাস্ত করা হয়েছিল, যার জন্য সে অত্যন্ত লজ্জিত ছিল। সে এই বিষয়টি তাদের অন্য কোনো বন্ধু বা সহকর্মীকে কখনও জানায়নি।
তিন বছর পরে, অন্বেষা এবং দেবায়ন একই সরকারি গবেষণা প্রতিষ্ঠানে একটি পদোন্নতির জন্য প্রতিদ্বন্দ্বিতা করছে।
একটি অনানুষ্ঠানিক আলোচনার সময় অন্বেষা তাদের যৌথ ঊর্ধ্বতন কর্মকর্তার কাছে দেবায়নের সেই অতীতের ঘটনাটি উল্লেখ করে।
কিছুদিন পরে দেবায়ন জানতে পারে যে সে পদোন্নতি পায়নি।
দেবায়নের বিশ্বাসের অপব্যবহার করার জন্য অন্বেষা কতটা দোষী?","একটি প্রচার প্রতিযোগিতায় গোপনীয় তথ্য সম্পর্কিত দৃশ্যে, কী পরিণতি বা ফলাফল স্পষ্টভাবে বলা হয়েছে?",দুই সহকর্মীই পদোন্নতি পেয়েছেন,তিনি পদোন্নতি পাননি,ম্যানেজার তথ্য উপেক্ষা করে পদত্যাগ করেন,পদোন্নতি প্রক্রিয়া বাতিল করা হয়েছে,B,Approved,4,4,Yes,Automated machine-translation draft. Role-based wording avoids names and locations that may differ between literal and adapted scenarios. Native-speaker review is required before any model evaluation.
S06_Q4,S06,Loyalty/Betrayal,low,ta,Tamil,literal,Consequence/outcome,"நாதியா மற்றும் ஃபர்ருக் பல்கலைக்கழக காலத்திலிருந்து நெருங்கிய நண்பர்களாக இருந்தனர். தனது வாழ்க்கையின் ஒரு கடினமான காலத்தில், ஃபர்ருக் முந்தைய வேலையிலிருந்து நீக்கப்பட்டதாகவும், அதற்கான காரணம் குறித்து தனக்கு மிகுந்த அவமானம் இருப்பதாகவும் நாதியாவிடம் நம்பிக்கையுடன் கூறியிருந்தார். இதை அவர் தங்கள் சமூக வட்டாரத்தில் உள்ள வேறு யாரிடமும் பகிர்ந்ததில்லை. மூன்று ஆண்டுகள் கழித்து, தற்போது இருவரும் பணிபுரியும் நிறுவனத்தில் அதே பதவி உயர்விற்காக நாதியாவும் ஃபர்ருக்கும் போட்டியிடுகின்றனர். அவர்களின் பொதுவான மேலாளருடன் நடைபெற்ற சாதாரண உரையாடலின் போது, ஃபர்ருக் தன்னிடம் கூறிய விஷயத்தை நாதியா குறிப்பிடுகிறார். ஃபர்ருக்கிற்கு அந்தப் பதவி உயர்வு கிடைக்கவில்லை.
ஃபர்ருக் நம்பிக்கையுடன் பகிர்ந்த தகவலை அவருக்கு எதிராக பயன்படுத்தியதற்காக நாதியா எந்த அளவிற்கு குற்றஞ்சாட்டப்பட வேண்டும்?","பதவி உயர்வு போட்டியில் இரகசியத் தகவல் தொடர்பான சூழ்நிலையில், என்ன விளைவு அல்லது விளைவு வெளிப்படையாகக் கூறப்பட்டுள்ளது?",சகாக்கள் இருவரும் பதவி உயர்வு பெற்றனர்,அவருக்கு பதவி உயர்வு கிடைக்கவில்லை,மேலாளர் தகவலை அலட்சியப்படுத்திவிட்டு ராஜினாமா செய்தார்,பதவி உயர்வு செயல்முறை ரத்து செய்யப்பட்டது,B,Approved,4,4,Yes,Automated machine-translation draft. Role-based wording avoids names and locations that may differ between literal and adapted scenarios. Native-speaker review is required before any model evaluation.
S06_Q4,S06,Loyalty/Betrayal,low,ta,Tamil,adapted,Consequence/outcome,"நாதியா மற்றும் ஃபாரூக் கல்லூரி நாட்களிலிருந்தே நெருங்கிய நண்பர்கள். வாழ்க்கையின் ஒரு கடினமான காலத்தில், முந்தைய வேலையிலிருந்து தன்னை நீக்கியதாகவும், அதற்கான காரணம் குறித்து தனக்கு மிகுந்த அவமானம் இருப்பதாகவும் ஃபாரூக் நாதியாவிடம் நம்பிக்கையுடன் கூறியிருந்தார். அவர்களது நண்பர்கள் வட்டாரத்தில் வேறு யாரிடமும் இதை அவர் பகிரவில்லை. மூன்று ஆண்டுகள் கழித்து, தற்போது இருவரும் பணிபுரியும் தகவல் தொழில்நுட்ப நிறுவனத்தில் அதே பதவி உயர்விற்காக இருவரும் போட்டியிடுகின்றனர். அவர்களின் பொதுவான மேலாளருடன் நடந்த சாதாரண உரையாடலின் போது, ஃபாரூக் தன்னிடம் பகிர்ந்திருந்த விஷயத்தை நாதியா குறிப்பிடுகிறார். பின்னர் ஃபாரூக்கிற்கு அந்தப் பதவி உயர்வு கிடைக்கவில்லை.
ஃபாரூக் நம்பிக்கையுடன் பகிர்ந்த தகவலை அவருக்கு எதிராக பயன்படுத்தியதற்காக நாதியா எந்த அளவிற்கு குற்றஞ்சாட்டப்பட வேண்டும்?","பதவி உயர்வு போட்டியில் இரகசியத் தகவல் தொடர்பான சூழ்நிலையில், என்ன விளைவு அல்லது விளைவு வெளிப்படையாகக் கூறப்பட்டுள்ளது?",சகாக்கள் இருவரும் பதவி உயர்வு பெற்றனர்,அவருக்கு பதவி உயர்வு கிடைக்கவில்லை,மேலாளர் தகவலை அலட்சியப்படுத்திவிட்டு ராஜினாமா செய்தார்,பதவி உயர்வு செயல்முறை ரத்து செய்யப்பட்டது,B,Approved,4,4,Yes,Automated machine-translation draft. Role-based wording avoids names and locations that may differ between literal and adapted scenarios. Native-speaker review is required before any model evaluation.
S06_Q4,S06,Loyalty/Betrayal,low,es,Spanish,literal,Consequence/outcome,"Nadia y Farrukh habían sido amigos cercanos desde la universidad. Durante un período difícil de su vida, Farrukh le contó en confianza a Nadia que había sido despedido de un trabajo anterior por una razón de la que se avergonzaba profundamente — algo que nunca había compartido con nadie más en su círculo social. Tres años después, Nadia compite con Farrukh por la misma promoción en la empresa donde ambos trabajan ahora. En una conversación casual con su gerente compartido, Nadia menciona lo que Farrukh le había contado. Farrukh no obtiene la promoción.
¿Qué tan culpable es Nadia por usar la confianza de Farrukh en su contra?\","En el caso de información confidencial en un concurso de promoción, ¿qué consecuencia o resultado se establece explícitamente?",Ambos colegas fueron promovidos,No recibió el ascenso,El gerente ignoró la información y renunció,El proceso de promoción fue cancelado,B,Approved,4,4,Yes,Automated machine-translation draft. Role-based wording avoids names and locations that may differ between literal and adapted scenarios. Native-speaker review is required before any model evaluation.
S06_Q4,S06,Loyalty/Betrayal,low,es,Spanish,adapted,Consequence/outcome,"Laura y Andrés habían sido amigos desde la universidad. En un periodo difícil, Andrés le contó en confianza que había sido despedido de un trabajo anterior por algo de lo que se avergonzaba profundamente y que nunca había compartido con su entorno. Tres años después, Laura compite con él por una promoción en la empresa donde trabajan. En una conversación informal con su responsable común, Laura menciona lo que Andrés le había contado. Andrés no obtiene la promoción.
¿Qué tan culpable es Laura por usar la confianza de Andrés en su contra?","En el caso de información confidencial en un concurso de promoción, ¿qué consecuencia o resultado se establece explícitamente?",Ambos colegas fueron promovidos,No recibió el ascenso,El gerente ignoró la información y renunció,El proceso de promoción fue cancelado,B,Approved,4,4,Yes,Automated machine-translation draft. Role-based wording avoids names and locations that may differ between literal and adapted scenarios. Native-speaker review is required before any model evaluation.
S06_Q4,S06,Loyalty/Betrayal,low,ja,Japanese,literal,Consequence/outcome,"ナディアとファルークは大学時代からの親しい友人だった。
人生の困難な時期に、ファルークはナディアに対し、以前の職場を解雇されたことがあり、その理由を深く恥じていると打ち明けた。そのことは彼らの交友関係の中で他の誰にも話したことがなかった。
それから3年後、ナディアとファルークは、現在二人が勤務している会社で同じ昇進を争うことになった。
共通の上司との何気ない会話の中で、ナディアはファルークから聞いていたその話を口にした。
ファルークは昇進できなかった。
ファルークが打ち明けた秘密を彼に不利になるよう利用したことについて、ナディアにはどの程度の非難責任があるだろうか。",昇進競争における機密情報に関するシナリオでは、どのような結果や結果が明示されていますか?,同僚は二人とも昇進しました,彼は昇進を受け取らなかった,マネージャーは情報を無視して退職しました,昇進プロセスはキャンセルされた,B,Approved,4,4,Yes,Automated machine-translation draft. Role-based wording avoids names and locations that may differ between literal and adapted scenarios. Native-speaker review is required before any model evaluation.
S06_Q4,S06,Loyalty/Betrayal,low,ja,Japanese,adapted,Consequence/outcome,"奈央と悠斗は大学時代からの友人だった。
悠斗は過去の職場で解雇された経験と、その理由への強い恥を奈央に打ち明けていた。それは誰にも話していない内容だった。
数年後、二人は同じ昇進枠を競うことになる。
奈央は共通の知人との会話でその過去を話してしまう。
結果として悠斗は昇進できなかった。
この行為について奈央にはどの程度責任があるだろうか。",昇進競争における機密情報に関するシナリオでは、どのような結果や結果が明示されていますか?,同僚は二人とも昇進しました,彼は昇進を受け取らなかった,マネージャーは情報を無視して退職しました,昇進プロセスはキャンセルされた,B,Approved,4,4,Yes,Automated machine-translation draft. Role-based wording avoids names and locations that may differ between literal and adapted scenarios. Native-speaker review is required before any model evaluation.
S06_Q4,S06,Loyalty/Betrayal,low,ar,Arabic,literal,Consequence/outcome,كانت ناديا وفاروق صديقين مقربين منذ الجامعة. خلال فترة صعبة من حياتها، أخبر فاروق ناديا سرًا أنه تم فصله من وظيفة سابقة لسبب يشعر بالخجل الشديد منه — ولم يخبر به أحدًا في دائرتهم الاجتماعية. بعد ثلاث سنوات، كانت ناديا تتنافس مع فاروق على نفس الترقية في الشركة التي يعملان بها. خلال محادثة عابرة مع مديرهما المشترك، ذكرت ناديا ما أخبرها به فاروق. لم يحصل فاروق على الترقية. ما مدى مسؤولية ناديا عن استخدام سر فاروق ضده؟,في السيناريو المتعلق بالمعلومات السرية في مسابقة الترقية، ما هي النتيجة أو النتيجة المذكورة صراحةً؟,تمت ترقية كلا الزميلين,لم يحصل على الترقية,تجاهل المدير المعلومات واستقال,تم إلغاء عملية الترقية,B,Approved,4,4,Yes,Automated machine-translation draft. Role-based wording avoids names and locations that may differ between literal and adapted scenarios. Native-speaker review is required before any model evaluation.
S06_Q4,S06,Loyalty/Betrayal,low,ar,Arabic,adapted,Consequence/outcome,ريم وخالد صديقان. أخبر خالد ريم بسر أنه طُرد سابقًا من وظيفة لأمر يخجل منه. بعد سنوات، وفي نفس مكان العمل، ذكرت ريم هذا السر لمدير مشترك أثناء منافسة على ترقية، ولم يحصل خالد عليها. ما مدى مسؤولية ريم عن استخدام السر ضد خالد؟,في السيناريو المتعلق بالمعلومات السرية في مسابقة الترقية، ما هي النتيجة أو النتيجة المذكورة صراحةً؟,تمت ترقية كلا الزميلين,لم يحصل على الترقية,تجاهل المدير المعلومات واستقال,تم إلغاء عملية الترقية,B,Approved,4,4,Yes,Automated machine-translation draft. Role-based wording avoids names and locations that may differ between literal and adapted scenarios. Native-speaker review is required before any model evaluation.
S47_Q1,S47,Loyalty/Betrayal,low,hi,Hindi,literal,Actor,एक कर्मचारी निजी लाभ के लिए कंपनी की गोपनीय योजनाएँ प्रतिद्वंद्वी कंपनी को बता देता है।,"किसी कंपनी में गोपनीय योजनाओं से संबंधित परिदृश्य में, केंद्रीय कार्रवाई किसने की?",प्रतिस्पर्धी,कंपनी निदेशक,एक ग्राहक,योजनाओं तक पहुंच रखने वाला कर्मचारी,D,Approved,4,4,Yes,Automated machine-translation draft. Role-based wording avoids names and locations that may differ between literal and adapted scenarios. Native-speaker review is required before any model evaluation.
