work_unit_id,attempt_number,status,model_id,temperature,max_tokens,reasoning_effort,raw_response,error_note,prompt_tokens,completion_tokens,total_tokens,cost_usd,created_at
S26__ar__literal__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,A، B، C، D,,700,10,710,0.00225,2026-07-27 10:41:18
S26__ar__literal__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"B, B, C, D",,371,7,378,0.0006195,2026-07-27 10:41:19
S26__bn__adapted__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"A, C, C, D",,443,7,450,0.0011775,2026-07-27 10:41:05
S26__bn__adapted__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"A, C, C, D",,1082,10,1092,0.003396,2026-07-27 10:41:07
S26__bn__adapted__gemini_flash,1,failed,google/gemini-3.5-flash,0.0,24,minimal,"A, B, C, Dof_thought
A, B, C, D",Response must contain exactly four comma-separated letters A-D,283,18,301,0.0005865,2026-07-27 10:41:12
S26__bn__adapted__gemini_flash,2,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"A, B, C, D",,283,7,290,0.0004875,2026-07-27 10:41:12
S26__bn__literal__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"B, C, C, D",,439,7,446,0.0011675,2026-07-27 10:41:01
S26__bn__literal__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"A, C, C, D",,1070,10,1080,0.00336,2026-07-27 10:41:05
S26__bn__literal__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"A, B, C, D",,279,7,286,0.0004815,2026-07-27 10:41:04
S26__es__adapted__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"A,B,C,D",,338,4,342,0.000885,2026-07-27 10:41:09
S26__es__adapted__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"A,B,C,D",,460,10,470,0.00153,2026-07-27 10:41:14
S26__es__adapted__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"A, B, C, D",,335,7,342,0.0005655,2026-07-27 10:41:14
S26__es__literal__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"B,B,C,D",,330,4,334,0.000865,2026-07-27 10:41:08
S26__es__literal__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"A,B,C,D",,451,10,461,0.001503,2026-07-27 10:41:12
S26__es__literal__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"B, B, C, D",,327,7,334,0.0005535,2026-07-27 10:41:10
S26__hi__adapted__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"A, B, C, D",,484,7,491,0.00128,2026-07-27 10:41:00
S26__hi__adapted__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"A, B, C, D",,1068,10,1078,0.003354,2026-07-27 10:41:03
S26__hi__adapted__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"B, B, C, D",,398,7,405,0.00066,2026-07-27 10:41:02
S26__hi__literal__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"A, B, C, D",,486,7,493,0.001285,2026-07-27 10:40:56
S26__hi__literal__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"A, B, C, D",,1071,10,1081,0.003363,2026-07-27 10:41:00
S26__hi__literal__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"A, B, C, D",,402,7,409,0.000666,2026-07-27 10:41:01
S26__ja__adapted__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,B、C、C、D,,490,7,497,0.001295,2026-07-27 10:41:14
S26__ja__adapted__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,A、B、C、D,,579,10,589,0.001887,2026-07-27 10:41:18
S26__ja__adapted__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"A, B, C, D",,358,7,365,0.0006,2026-07-27 10:41:16
S26__ja__literal__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,B、C、C、D,,482,7,489,0.001275,2026-07-27 10:41:13
S26__ja__literal__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,A、B、C、D,,565,10,575,0.001845,2026-07-27 10:41:17
S26__ja__literal__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"A, B, C, D",,353,7,360,0.0005925,2026-07-27 10:41:14
S26__ta__adapted__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"B,C,C,D",,475,4,479,0.0012275,2026-07-27 10:41:07
S26__ta__adapted__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"A,B,C,D",,1176,10,1186,0.003678,2026-07-27 10:41:08
S26__ta__adapted__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"A, B, C, D",,366,7,373,0.000612,2026-07-27 10:41:08
S26__ta__literal__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"B,C,C,D",,468,4,472,0.00121,2026-07-27 10:41:05
S26__ta__literal__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"A,B,C,D",,1142,10,1152,0.003576,2026-07-27 10:41:07
S26__ta__literal__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"A, B, C, D",,356,7,363,0.000597,2026-07-27 10:41:07
S28__ar__adapted__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,B، B، C، D,,346,7,353,0.000935,2026-07-27 10:41:36
S28__ar__adapted__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,B، B، C، D,,666,10,676,0.002148,2026-07-27 10:41:39
S28__ar__adapted__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"A, B, C, D",,361,7,368,0.0006045,2026-07-27 10:41:37
S28__ar__literal__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,B، B، C، D,,346,7,353,0.000935,2026-07-27 10:41:35
S28__ar__literal__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,B، B، C، D,,667,10,677,0.002151,2026-07-27 10:41:36
S28__ar__literal__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"B, B, C, D",,360,7,367,0.000603,2026-07-27 10:41:36
S28__bn__adapted__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"B, B, C, D",,403,7,410,0.0010775,2026-07-27 10:41:23
S28__bn__adapted__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"A, B, C, D",,985,10,995,0.003105,2026-07-27 10:41:27
S28__bn__adapted__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"B, B, C, D",,278,7,285,0.00048,2026-07-27 10:41:25
S28__bn__literal__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"B, B, C, D",,401,7,408,0.0010725,2026-07-27 10:41:22
S28__bn__literal__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"B, B, C, D",,991,10,1001,0.003123,2026-07-27 10:41:25
S28__bn__literal__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"B, B, C, D",,276,7,283,0.000477,2026-07-27 10:41:23
S28__es__adapted__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"B,B,C,D",,313,4,317,0.0008225,2026-07-27 10:41:30
S28__es__adapted__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"B,B,C,D",,395,10,405,0.001335,2026-07-27 10:41:31
S28__es__adapted__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"B, B, C, D",,310,7,317,0.000528,2026-07-27 10:41:32
S28__es__literal__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"B,B,C,D",,312,4,316,0.00082,2026-07-27 10:41:28
S28__es__literal__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"B,B,C,D",,395,10,405,0.001335,2026-07-27 10:41:31
S28__es__literal__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"B, B, C, D",,309,7,316,0.0005265,2026-07-27 10:41:30
S28__hi__adapted__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"A, B, C, D",,373,7,380,0.0010025,2026-07-27 10:41:20
S28__hi__adapted__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"A, B, C, D",,781,10,791,0.002493,2026-07-27 10:41:24
S28__hi__adapted__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"B, B, C, D",,306,7,313,0.000522,2026-07-27 10:41:22
S28__hi__literal__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"B, B, C, D",,369,7,376,0.0009925,2026-07-27 10:41:19
S28__hi__literal__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"B, B, C, D",,780,10,790,0.00249,2026-07-27 10:41:24
S28__hi__literal__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"B, B, C, D",,304,7,311,0.000519,2026-07-27 10:41:20
S28__ja__adapted__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,A、B、C、D,,424,7,431,0.00113,2026-07-27 10:41:34
S28__ja__adapted__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,A、B、C、D,,479,10,489,0.001587,2026-07-27 10:41:34
S28__ja__adapted__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"A, B, C, D",,305,7,312,0.0005205,2026-07-27 10:41:35
S28__ja__literal__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,B、B、C、D,,429,7,436,0.0011425,2026-07-27 10:41:33
S28__ja__literal__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,B、B、C、D,,487,10,497,0.001611,2026-07-27 10:41:34
S28__ja__literal__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"B, B, C, D",,309,7,316,0.0005265,2026-07-27 10:41:34
S28__ta__adapted__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"B,B,C,D",,454,4,458,0.001175,2026-07-27 10:41:27
S28__ta__adapted__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"A,B,C,D",,1065,10,1075,0.003345,2026-07-27 10:41:28
S28__ta__adapted__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"A, B, C, D",,358,7,365,0.0006,2026-07-27 10:41:29
S28__ta__literal__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"B,B,C,D",,456,4,460,0.00118,2026-07-27 10:41:26
S28__ta__literal__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"B,B,C,D",,1071,10,1081,0.003363,2026-07-27 10:41:28
S28__ta__literal__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"B, B, C, D",,359,7,366,0.0006015,2026-07-27 10:41:27
S33__ar__adapted__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"D, A, B, C",,315,7,322,0.0008575,2026-07-27 10:41:52
S33__ar__adapted__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,D، A، B، C,,616,10,626,0.001998,2026-07-27 10:41:54
S33__ar__adapted__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"D, A, B, C",,321,7,328,0.0005445,2026-07-27 10:41:53
S33__ar__literal__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,D، A، B، C,,314,7,321,0.000855,2026-07-27 10:41:51
S33__ar__literal__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,D، A، B، C,,605,10,615,0.001965,2026-07-27 10:41:52
S33__ar__literal__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"D, A, B, C",,316,7,323,0.000537,2026-07-27 10:41:52
S33__bn__adapted__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"D, A, B, C",,391,7,398,0.0010475,2026-07-27 10:41:41
S33__bn__adapted__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"D, A, B, C",,1000,10,1010,0.00315,2026-07-27 10:41:44
S33__bn__adapted__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"D, A, B, C",,285,7,292,0.0004905,2026-07-27 10:41:42
S33__bn__literal__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"A, A, B, C",,393,7,400,0.0010525,2026-07-27 10:41:39
S33__bn__literal__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"D, A, B, A",,992,10,1002,0.003126,2026-07-27 10:41:44
S33__bn__literal__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"D, A, B, C",,284,7,291,0.000489,2026-07-27 10:41:41
S33__es__adapted__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"D,A,B,C",,292,4,296,0.00077,2026-07-27 10:41:49
S33__es__adapted__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"D,A,B,C",,393,10,403,0.001329,2026-07-27 10:41:49
S33__es__adapted__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"D, A, B, C",,288,7,295,0.000495,2026-07-27 10:41:47
S33__es__literal__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"D,A,B,C",,288,4,292,0.00076,2026-07-27 10:41:45
S33__es__literal__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"D,A,B,C",,390,10,400,0.00132,2026-07-27 10:41:47
S33__es__literal__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"D,A,B,C",,285,7,292,0.0004905,2026-07-27 10:41:47
S33__hi__adapted__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"D, A, B, C",,379,7,386,0.0010175,2026-07-27 10:41:38
S33__hi__adapted__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"D, A, B, C",,859,10,869,0.002727,2026-07-27 10:41:41
S33__hi__adapted__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"D, A, B, C",,307,7,314,0.0005235,2026-07-27 10:41:40
S33__hi__literal__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"D, A, B, C",,376,7,383,0.00101,2026-07-27 10:41:37
S33__hi__literal__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"D, A, B, C",,844,10,854,0.002682,2026-07-27 10:41:39
S33__hi__literal__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"D, A, B, C",,303,7,310,0.0005175,2026-07-27 10:41:39
S33__ja__adapted__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,D、A、B、C,,409,7,416,0.0010925,2026-07-27 10:41:49
S33__ja__adapted__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,D、A、B、C,,460,10,470,0.00153,2026-07-27 10:41:53
S33__ja__adapted__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"D, A, B, C",,292,7,299,0.000501,2026-07-27 10:41:50
S33__ja__literal__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,D、A、B、C,,409,7,416,0.0010925,2026-07-27 10:41:48
S33__ja__literal__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,D、A、B、C,,459,10,469,0.001527,2026-07-27 10:41:51
S33__ja__literal__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"D, A, B, C",,291,7,298,0.0004995,2026-07-27 10:41:49
S33__ta__adapted__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"D,A,B,C",,457,4,461,0.0011825,2026-07-27 10:41:43
S33__ta__adapted__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"D,A,B,C",,1104,10,1114,0.003462,2026-07-27 10:41:47
S33__ta__adapted__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"D, A, B, C",,339,7,346,0.0005715,2026-07-27 10:41:45
S33__ta__literal__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"D,A,B,C",,460,4,464,0.00119,2026-07-27 10:41:43
S33__ta__literal__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"D,A,B,B",,1104,10,1114,0.003462,2026-07-27 10:41:46
S33__ta__literal__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"D, A, B, C",,339,7,346,0.0005715,2026-07-27 10:41:44
S36__ar__adapted__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,D، A، B، C,,331,7,338,0.0008975,2026-07-27 10:42:14
S36__ar__adapted__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,D، A، B، C,,624,10,634,0.002022,2026-07-27 10:42:16
S36__ar__adapted__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"D, A, B, C",,339,7,346,0.0005715,2026-07-27 10:42:14
S36__ar__literal__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"D, A, B, C",,334,7,341,0.000905,2026-07-27 10:42:09
S36__ar__literal__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,D، A، B، C,,636,10,646,0.002058,2026-07-27 10:42:11
S36__ar__literal__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"D, A, B, C",,344,7,351,0.000579,2026-07-27 10:42:11
S36__bn__adapted__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"D, A, B, C",,398,7,405,0.001065,2026-07-27 10:41:57
S36__bn__adapted__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"D, A, B, C",,971,10,981,0.003063,2026-07-27 10:42:00
S36__bn__adapted__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"D, A, B, C",,270,7,277,0.000468,2026-07-27 10:41:59
S36__bn__literal__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"D, A, B, C",,398,7,405,0.001065,2026-07-27 10:41:55
S36__bn__literal__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"D, A, B, C",,974,10,984,0.003072,2026-07-27 10:41:57
S36__bn__literal__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"D, A, B, C",,271,7,278,0.0004695,2026-07-27 10:41:57
S36__es__adapted__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"D,A,B,C",,300,4,304,0.00079,2026-07-27 10:42:05
S36__es__adapted__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"D,A,B,C",,403,10,413,0.001359,2026-07-27 10:42:08
S36__es__adapted__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"D,A,B,C",,296,7,303,0.000507,2026-07-27 10:42:08
S36__es__literal__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"D,A,B,C",,301,4,305,0.0007925,2026-07-27 10:42:02
S36__es__literal__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"D,A,B,C",,403,10,413,0.001359,2026-07-27 10:42:08
S36__es__literal__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"D, A, B, C",,297,7,304,0.0005085,2026-07-27 10:42:06
S36__hi__adapted__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"D, A, B, C",,361,7,368,0.0009725,2026-07-27 10:41:54
S36__hi__adapted__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"D, A, B, C",,803,10,813,0.002559,2026-07-27 10:41:55
S36__hi__adapted__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"D, A, B, C",,306,7,313,0.000522,2026-07-27 10:41:55
S36__hi__literal__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"D, A, B, C",,361,7,368,0.0009725,2026-07-27 10:41:53
S36__hi__literal__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"D, A, B, C",,810,10,820,0.00258,2026-07-27 10:41:55
S36__hi__literal__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"D, A, B, C",,309,7,316,0.0005265,2026-07-27 10:41:54
S36__ja__adapted__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,D、A、B、C,,473,7,480,0.0012525,2026-07-27 10:42:09
S36__ja__adapted__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,D、A、B、C,,507,10,517,0.001671,2026-07-27 10:42:11
S36__ja__adapted__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"D, A, B, C",,342,7,349,0.000576,2026-07-27 10:42:10
S36__ja__literal__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,D、A、B、C,,475,7,482,0.0012575,2026-07-27 10:42:08
S36__ja__literal__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,D、A、B、C,,513,10,523,0.001689,2026-07-27 10:42:10
S36__ja__literal__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"D, A, B, C",,342,7,349,0.000576,2026-07-27 10:42:08
S36__ta__adapted__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"D,A,B,C",,432,4,436,0.00112,2026-07-27 10:42:02
S36__ta__adapted__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"D,A,B,C",,996,10,1006,0.003138,2026-07-27 10:42:03
S36__ta__adapted__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"D, A, B, C",,340,7,347,0.000573,2026-07-27 10:42:02
S36__ta__literal__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"D,A,B,C",,438,4,442,0.001135,2026-07-27 10:41:59
S36__ta__literal__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"D,A,B,C",,1002,10,1012,0.003156,2026-07-27 10:41:59
S36__ta__literal__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"D, A, B, C",,341,7,348,0.0005745,2026-07-27 10:42:00
S37__ar__adapted__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,A، B، C، D,,327,7,334,0.0008875,2026-07-27 10:42:31
S37__ar__adapted__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,A، B، C، D,,664,10,674,0.002142,2026-07-27 10:42:36
S37__ar__adapted__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"A, B, C, D",,346,7,353,0.000582,2026-07-27 10:42:35
S37__ar__literal__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"A, B, C, D",,327,7,334,0.0008875,2026-07-27 10:42:28
S37__ar__literal__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,A، B، C، D,,663,10,673,0.002139,2026-07-27 10:42:32
S37__ar__literal__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"A, B, C, D",,346,7,353,0.000582,2026-07-27 10:42:31
S37__bn__adapted__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"A, B, C, D",,379,7,386,0.0010175,2026-07-27 10:42:18
S37__bn__adapted__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"A, B, C, D",,961,10,971,0.003033,2026-07-27 10:42:21
S37__bn__adapted__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"A, B, C, D",,266,7,273,0.000462,2026-07-27 10:42:19
S37__bn__literal__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"A, B, C, D",,374,7,381,0.001005,2026-07-27 10:42:16
S37__bn__literal__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"A, B, C, D",,957,10,967,0.003021,2026-07-27 10:42:17
S37__bn__literal__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"A, B, C, D",,262,7,269,0.000456,2026-07-27 10:42:17
S37__es__adapted__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"A,B,C,D",,309,4,313,0.0008125,2026-07-27 10:42:23
S37__es__adapted__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"A,B,C,D",,393,10,403,0.001329,2026-07-27 10:42:25
S37__es__adapted__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"A, B, C, D",,304,7,311,0.000519,2026-07-27 10:42:25
S37__es__literal__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"A,B,C,D",,311,4,315,0.0008175,2026-07-27 10:42:21
S37__es__literal__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"A,B,C,D",,395,10,405,0.001335,2026-07-27 10:42:22
S37__es__literal__gemini_flash,1,failed,google/gemini-3.5-flash,0.0,24,minimal,"A, B, C, Dof",Response must contain exactly four comma-separated letters A-D,306,8,314,0.000531,2026-07-27 10:42:37
S37__es__literal__gemini_flash,2,failed,google/gemini-3.5-flash,0.0,24,minimal,"A, B, C, Dof",Response must contain exactly four comma-separated letters A-D,306,8,314,0.000531,2026-07-27 10:42:37
S37__es__literal__gemini_flash,3,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"A, B, C, D",,306,7,313,0.000522,2026-07-27 10:42:37
S37__hi__adapted__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"A, B, C, D",,363,7,370,0.0009775,2026-07-27 10:42:14
S37__hi__adapted__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"A, B, C, D",,846,10,856,0.002688,2026-07-27 10:42:16
S37__hi__adapted__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"A, B, C, D",,303,7,310,0.0005175,2026-07-27 10:42:17
S37__hi__literal__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"A, B, C, D",,364,7,371,0.00098,2026-07-27 10:42:14
S37__hi__literal__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"A, B, C, D",,858,10,868,0.002724,2026-07-27 10:42:15
S37__hi__literal__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"A, B, C, D",,306,7,313,0.000522,2026-07-27 10:42:15
S37__ja__adapted__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,A、B、C、D,,396,7,403,0.00106,2026-07-27 10:42:28
S37__ja__adapted__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,A、B、C、D,,465,10,475,0.001545,2026-07-27 10:42:29
S37__ja__adapted__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"A, B, C, D",,309,7,316,0.0005265,2026-07-27 10:42:29
S37__ja__literal__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,A、B、C、D,,396,7,403,0.00106,2026-07-27 10:42:26
S37__ja__literal__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,A、B、C、D,,466,10,476,0.001548,2026-07-27 10:42:28
S37__ja__literal__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"A, B, C, D",,309,7,316,0.0005265,2026-07-27 10:42:28
S37__ta__adapted__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"A,B,C,D",,442,4,446,0.001145,2026-07-27 10:42:21
