work_unit_id,scenario_id,foundation,shift_tier,model_key,model_id,input_language,scenario_version,question_id,question_type,selected_option,correct_option,item_correct,raw_response
S33__ja__adapted__gemini_flash,S33,Authority/Subversion,low,gemini_flash,google/gemini-3.5-flash,ja,adapted,S33_Q2,Main action,A,A,1,"D, A, B, C"
S33__ja__adapted__gemini_flash,S33,Authority/Subversion,low,gemini_flash,google/gemini-3.5-flash,ja,adapted,S33_Q3,Affected party/object,B,B,1,"D, A, B, C"
S33__ja__adapted__gemini_flash,S33,Authority/Subversion,low,gemini_flash,google/gemini-3.5-flash,ja,adapted,S33_Q4,Consequence/outcome,C,C,1,"D, A, B, C"
S33__ja__literal__claude,S33,Authority/Subversion,low,claude,anthropic/claude-sonnet-4.6,ja,literal,S33_Q1,Actor,D,D,1,D、A、B、C
S33__ja__literal__claude,S33,Authority/Subversion,low,claude,anthropic/claude-sonnet-4.6,ja,literal,S33_Q2,Main action,A,A,1,D、A、B、C
S33__ja__literal__claude,S33,Authority/Subversion,low,claude,anthropic/claude-sonnet-4.6,ja,literal,S33_Q3,Affected party/object,B,B,1,D、A、B、C
S33__ja__literal__claude,S33,Authority/Subversion,low,claude,anthropic/claude-sonnet-4.6,ja,literal,S33_Q4,Consequence/outcome,C,C,1,D、A、B、C
S33__ar__literal__chatgpt,S33,Authority/Subversion,low,chatgpt,openai/gpt-4o-2024-11-20,ar,literal,S33_Q1,Actor,D,D,1,D، A، B، C
S33__ar__literal__chatgpt,S33,Authority/Subversion,low,chatgpt,openai/gpt-4o-2024-11-20,ar,literal,S33_Q2,Main action,A,A,1,D، A، B، C
S33__ar__literal__chatgpt,S33,Authority/Subversion,low,chatgpt,openai/gpt-4o-2024-11-20,ar,literal,S33_Q3,Affected party/object,B,B,1,D، A، B، C
S33__ar__literal__chatgpt,S33,Authority/Subversion,low,chatgpt,openai/gpt-4o-2024-11-20,ar,literal,S33_Q4,Consequence/outcome,C,C,1,D، A، B، C
S33__ar__adapted__chatgpt,S33,Authority/Subversion,low,chatgpt,openai/gpt-4o-2024-11-20,ar,adapted,S33_Q1,Actor,D,D,1,"D, A, B, C"
S33__ar__adapted__chatgpt,S33,Authority/Subversion,low,chatgpt,openai/gpt-4o-2024-11-20,ar,adapted,S33_Q2,Main action,A,A,1,"D, A, B, C"
S33__ar__adapted__chatgpt,S33,Authority/Subversion,low,chatgpt,openai/gpt-4o-2024-11-20,ar,adapted,S33_Q3,Affected party/object,B,B,1,"D, A, B, C"
S33__ar__adapted__chatgpt,S33,Authority/Subversion,low,chatgpt,openai/gpt-4o-2024-11-20,ar,adapted,S33_Q4,Consequence/outcome,C,C,1,"D, A, B, C"
S33__ar__literal__gemini_flash,S33,Authority/Subversion,low,gemini_flash,google/gemini-3.5-flash,ar,literal,S33_Q1,Actor,D,D,1,"D, A, B, C"
S33__ar__literal__gemini_flash,S33,Authority/Subversion,low,gemini_flash,google/gemini-3.5-flash,ar,literal,S33_Q2,Main action,A,A,1,"D, A, B, C"
S33__ar__literal__gemini_flash,S33,Authority/Subversion,low,gemini_flash,google/gemini-3.5-flash,ar,literal,S33_Q3,Affected party/object,B,B,1,"D, A, B, C"
S33__ar__literal__gemini_flash,S33,Authority/Subversion,low,gemini_flash,google/gemini-3.5-flash,ar,literal,S33_Q4,Consequence/outcome,C,C,1,"D, A, B, C"
S33__ar__literal__claude,S33,Authority/Subversion,low,claude,anthropic/claude-sonnet-4.6,ar,literal,S33_Q1,Actor,D,D,1,D، A، B، C
S33__ar__literal__claude,S33,Authority/Subversion,low,claude,anthropic/claude-sonnet-4.6,ar,literal,S33_Q2,Main action,A,A,1,D، A، B، C
S33__ar__literal__claude,S33,Authority/Subversion,low,claude,anthropic/claude-sonnet-4.6,ar,literal,S33_Q3,Affected party/object,B,B,1,D، A، B، C
S33__ar__literal__claude,S33,Authority/Subversion,low,claude,anthropic/claude-sonnet-4.6,ar,literal,S33_Q4,Consequence/outcome,C,C,1,D، A، B، C
S33__ja__adapted__claude,S33,Authority/Subversion,low,claude,anthropic/claude-sonnet-4.6,ja,adapted,S33_Q1,Actor,D,D,1,D、A、B、C
S33__ja__adapted__claude,S33,Authority/Subversion,low,claude,anthropic/claude-sonnet-4.6,ja,adapted,S33_Q2,Main action,A,A,1,D、A、B、C
S33__ja__adapted__claude,S33,Authority/Subversion,low,claude,anthropic/claude-sonnet-4.6,ja,adapted,S33_Q3,Affected party/object,B,B,1,D、A、B、C
S33__ja__adapted__claude,S33,Authority/Subversion,low,claude,anthropic/claude-sonnet-4.6,ja,adapted,S33_Q4,Consequence/outcome,C,C,1,D、A、B、C
S36__hi__literal__chatgpt,S36,Fairness/Cheating,low,chatgpt,openai/gpt-4o-2024-11-20,hi,literal,S36_Q1,Actor,D,D,1,"D, A, B, C"
S36__hi__literal__chatgpt,S36,Fairness/Cheating,low,chatgpt,openai/gpt-4o-2024-11-20,hi,literal,S36_Q2,Main action,A,A,1,"D, A, B, C"
S36__hi__literal__chatgpt,S36,Fairness/Cheating,low,chatgpt,openai/gpt-4o-2024-11-20,hi,literal,S36_Q3,Affected party/object,B,B,1,"D, A, B, C"
S36__hi__literal__chatgpt,S36,Fairness/Cheating,low,chatgpt,openai/gpt-4o-2024-11-20,hi,literal,S36_Q4,Consequence/outcome,C,C,1,"D, A, B, C"
S33__ar__adapted__gemini_flash,S33,Authority/Subversion,low,gemini_flash,google/gemini-3.5-flash,ar,adapted,S33_Q1,Actor,D,D,1,"D, A, B, C"
S33__ar__adapted__gemini_flash,S33,Authority/Subversion,low,gemini_flash,google/gemini-3.5-flash,ar,adapted,S33_Q2,Main action,A,A,1,"D, A, B, C"
S33__ar__adapted__gemini_flash,S33,Authority/Subversion,low,gemini_flash,google/gemini-3.5-flash,ar,adapted,S33_Q3,Affected party/object,B,B,1,"D, A, B, C"
S33__ar__adapted__gemini_flash,S33,Authority/Subversion,low,gemini_flash,google/gemini-3.5-flash,ar,adapted,S33_Q4,Consequence/outcome,C,C,1,"D, A, B, C"
S36__hi__literal__gemini_flash,S36,Fairness/Cheating,low,gemini_flash,google/gemini-3.5-flash,hi,literal,S36_Q1,Actor,D,D,1,"D, A, B, C"
S36__hi__literal__gemini_flash,S36,Fairness/Cheating,low,gemini_flash,google/gemini-3.5-flash,hi,literal,S36_Q2,Main action,A,A,1,"D, A, B, C"
S36__hi__literal__gemini_flash,S36,Fairness/Cheating,low,gemini_flash,google/gemini-3.5-flash,hi,literal,S36_Q3,Affected party/object,B,B,1,"D, A, B, C"
S36__hi__literal__gemini_flash,S36,Fairness/Cheating,low,gemini_flash,google/gemini-3.5-flash,hi,literal,S36_Q4,Consequence/outcome,C,C,1,"D, A, B, C"
S36__hi__adapted__chatgpt,S36,Fairness/Cheating,low,chatgpt,openai/gpt-4o-2024-11-20,hi,adapted,S36_Q1,Actor,D,D,1,"D, A, B, C"
S36__hi__adapted__chatgpt,S36,Fairness/Cheating,low,chatgpt,openai/gpt-4o-2024-11-20,hi,adapted,S36_Q2,Main action,A,A,1,"D, A, B, C"
S36__hi__adapted__chatgpt,S36,Fairness/Cheating,low,chatgpt,openai/gpt-4o-2024-11-20,hi,adapted,S36_Q3,Affected party/object,B,B,1,"D, A, B, C"
S36__hi__adapted__chatgpt,S36,Fairness/Cheating,low,chatgpt,openai/gpt-4o-2024-11-20,hi,adapted,S36_Q4,Consequence/outcome,C,C,1,"D, A, B, C"
S33__ar__adapted__claude,S33,Authority/Subversion,low,claude,anthropic/claude-sonnet-4.6,ar,adapted,S33_Q1,Actor,D,D,1,D، A، B، C
S33__ar__adapted__claude,S33,Authority/Subversion,low,claude,anthropic/claude-sonnet-4.6,ar,adapted,S33_Q2,Main action,A,A,1,D، A، B، C
S33__ar__adapted__claude,S33,Authority/Subversion,low,claude,anthropic/claude-sonnet-4.6,ar,adapted,S33_Q3,Affected party/object,B,B,1,D، A، B، C
S33__ar__adapted__claude,S33,Authority/Subversion,low,claude,anthropic/claude-sonnet-4.6,ar,adapted,S33_Q4,Consequence/outcome,C,C,1,D، A، B، C
S36__hi__literal__claude,S36,Fairness/Cheating,low,claude,anthropic/claude-sonnet-4.6,hi,literal,S36_Q1,Actor,D,D,1,"D, A, B, C"
S36__hi__literal__claude,S36,Fairness/Cheating,low,claude,anthropic/claude-sonnet-4.6,hi,literal,S36_Q2,Main action,A,A,1,"D, A, B, C"
S36__hi__literal__claude,S36,Fairness/Cheating,low,claude,anthropic/claude-sonnet-4.6,hi,literal,S36_Q3,Affected party/object,B,B,1,"D, A, B, C"
S36__hi__literal__claude,S36,Fairness/Cheating,low,claude,anthropic/claude-sonnet-4.6,hi,literal,S36_Q4,Consequence/outcome,C,C,1,"D, A, B, C"
S36__hi__adapted__gemini_flash,S36,Fairness/Cheating,low,gemini_flash,google/gemini-3.5-flash,hi,adapted,S36_Q1,Actor,D,D,1,"D, A, B, C"
S36__hi__adapted__gemini_flash,S36,Fairness/Cheating,low,gemini_flash,google/gemini-3.5-flash,hi,adapted,S36_Q2,Main action,A,A,1,"D, A, B, C"
S36__hi__adapted__gemini_flash,S36,Fairness/Cheating,low,gemini_flash,google/gemini-3.5-flash,hi,adapted,S36_Q3,Affected party/object,B,B,1,"D, A, B, C"
S36__hi__adapted__gemini_flash,S36,Fairness/Cheating,low,gemini_flash,google/gemini-3.5-flash,hi,adapted,S36_Q4,Consequence/outcome,C,C,1,"D, A, B, C"
S36__bn__literal__chatgpt,S36,Fairness/Cheating,low,chatgpt,openai/gpt-4o-2024-11-20,bn,literal,S36_Q1,Actor,D,D,1,"D, A, B, C"
S36__bn__literal__chatgpt,S36,Fairness/Cheating,low,chatgpt,openai/gpt-4o-2024-11-20,bn,literal,S36_Q2,Main action,A,A,1,"D, A, B, C"
S36__bn__literal__chatgpt,S36,Fairness/Cheating,low,chatgpt,openai/gpt-4o-2024-11-20,bn,literal,S36_Q3,Affected party/object,B,B,1,"D, A, B, C"
S36__bn__literal__chatgpt,S36,Fairness/Cheating,low,chatgpt,openai/gpt-4o-2024-11-20,bn,literal,S36_Q4,Consequence/outcome,C,C,1,"D, A, B, C"
S36__hi__adapted__claude,S36,Fairness/Cheating,low,claude,anthropic/claude-sonnet-4.6,hi,adapted,S36_Q1,Actor,D,D,1,"D, A, B, C"
S36__hi__adapted__claude,S36,Fairness/Cheating,low,claude,anthropic/claude-sonnet-4.6,hi,adapted,S36_Q2,Main action,A,A,1,"D, A, B, C"
S36__hi__adapted__claude,S36,Fairness/Cheating,low,claude,anthropic/claude-sonnet-4.6,hi,adapted,S36_Q3,Affected party/object,B,B,1,"D, A, B, C"
S36__hi__adapted__claude,S36,Fairness/Cheating,low,claude,anthropic/claude-sonnet-4.6,hi,adapted,S36_Q4,Consequence/outcome,C,C,1,"D, A, B, C"
S36__bn__literal__gemini_flash,S36,Fairness/Cheating,low,gemini_flash,google/gemini-3.5-flash,bn,literal,S36_Q1,Actor,D,D,1,"D, A, B, C"
S36__bn__literal__gemini_flash,S36,Fairness/Cheating,low,gemini_flash,google/gemini-3.5-flash,bn,literal,S36_Q2,Main action,A,A,1,"D, A, B, C"
S36__bn__literal__gemini_flash,S36,Fairness/Cheating,low,gemini_flash,google/gemini-3.5-flash,bn,literal,S36_Q3,Affected party/object,B,B,1,"D, A, B, C"
S36__bn__literal__gemini_flash,S36,Fairness/Cheating,low,gemini_flash,google/gemini-3.5-flash,bn,literal,S36_Q4,Consequence/outcome,C,C,1,"D, A, B, C"
S36__bn__adapted__chatgpt,S36,Fairness/Cheating,low,chatgpt,openai/gpt-4o-2024-11-20,bn,adapted,S36_Q1,Actor,D,D,1,"D, A, B, C"
S36__bn__adapted__chatgpt,S36,Fairness/Cheating,low,chatgpt,openai/gpt-4o-2024-11-20,bn,adapted,S36_Q2,Main action,A,A,1,"D, A, B, C"
S36__bn__adapted__chatgpt,S36,Fairness/Cheating,low,chatgpt,openai/gpt-4o-2024-11-20,bn,adapted,S36_Q3,Affected party/object,B,B,1,"D, A, B, C"
S36__bn__adapted__chatgpt,S36,Fairness/Cheating,low,chatgpt,openai/gpt-4o-2024-11-20,bn,adapted,S36_Q4,Consequence/outcome,C,C,1,"D, A, B, C"
S36__bn__literal__claude,S36,Fairness/Cheating,low,claude,anthropic/claude-sonnet-4.6,bn,literal,S36_Q1,Actor,D,D,1,"D, A, B, C"
S36__bn__literal__claude,S36,Fairness/Cheating,low,claude,anthropic/claude-sonnet-4.6,bn,literal,S36_Q2,Main action,A,A,1,"D, A, B, C"
S36__bn__literal__claude,S36,Fairness/Cheating,low,claude,anthropic/claude-sonnet-4.6,bn,literal,S36_Q3,Affected party/object,B,B,1,"D, A, B, C"
S36__bn__literal__claude,S36,Fairness/Cheating,low,claude,anthropic/claude-sonnet-4.6,bn,literal,S36_Q4,Consequence/outcome,C,C,1,"D, A, B, C"
S36__bn__adapted__gemini_flash,S36,Fairness/Cheating,low,gemini_flash,google/gemini-3.5-flash,bn,adapted,S36_Q1,Actor,D,D,1,"D, A, B, C"
S36__bn__adapted__gemini_flash,S36,Fairness/Cheating,low,gemini_flash,google/gemini-3.5-flash,bn,adapted,S36_Q2,Main action,A,A,1,"D, A, B, C"
S36__bn__adapted__gemini_flash,S36,Fairness/Cheating,low,gemini_flash,google/gemini-3.5-flash,bn,adapted,S36_Q3,Affected party/object,B,B,1,"D, A, B, C"
S36__bn__adapted__gemini_flash,S36,Fairness/Cheating,low,gemini_flash,google/gemini-3.5-flash,bn,adapted,S36_Q4,Consequence/outcome,C,C,1,"D, A, B, C"
S36__ta__literal__chatgpt,S36,Fairness/Cheating,low,chatgpt,openai/gpt-4o-2024-11-20,ta,literal,S36_Q1,Actor,D,D,1,"D,A,B,C"
S36__ta__literal__chatgpt,S36,Fairness/Cheating,low,chatgpt,openai/gpt-4o-2024-11-20,ta,literal,S36_Q2,Main action,A,A,1,"D,A,B,C"
S36__ta__literal__chatgpt,S36,Fairness/Cheating,low,chatgpt,openai/gpt-4o-2024-11-20,ta,literal,S36_Q3,Affected party/object,B,B,1,"D,A,B,C"
S36__ta__literal__chatgpt,S36,Fairness/Cheating,low,chatgpt,openai/gpt-4o-2024-11-20,ta,literal,S36_Q4,Consequence/outcome,C,C,1,"D,A,B,C"
S36__ta__literal__claude,S36,Fairness/Cheating,low,claude,anthropic/claude-sonnet-4.6,ta,literal,S36_Q1,Actor,D,D,1,"D,A,B,C"
S36__ta__literal__claude,S36,Fairness/Cheating,low,claude,anthropic/claude-sonnet-4.6,ta,literal,S36_Q2,Main action,A,A,1,"D,A,B,C"
S36__ta__literal__claude,S36,Fairness/Cheating,low,claude,anthropic/claude-sonnet-4.6,ta,literal,S36_Q3,Affected party/object,B,B,1,"D,A,B,C"
S36__ta__literal__claude,S36,Fairness/Cheating,low,claude,anthropic/claude-sonnet-4.6,ta,literal,S36_Q4,Consequence/outcome,C,C,1,"D,A,B,C"
S36__bn__adapted__claude,S36,Fairness/Cheating,low,claude,anthropic/claude-sonnet-4.6,bn,adapted,S36_Q1,Actor,D,D,1,"D, A, B, C"
S36__bn__adapted__claude,S36,Fairness/Cheating,low,claude,anthropic/claude-sonnet-4.6,bn,adapted,S36_Q2,Main action,A,A,1,"D, A, B, C"
S36__bn__adapted__claude,S36,Fairness/Cheating,low,claude,anthropic/claude-sonnet-4.6,bn,adapted,S36_Q3,Affected party/object,B,B,1,"D, A, B, C"
S36__bn__adapted__claude,S36,Fairness/Cheating,low,claude,anthropic/claude-sonnet-4.6,bn,adapted,S36_Q4,Consequence/outcome,C,C,1,"D, A, B, C"
S36__ta__literal__gemini_flash,S36,Fairness/Cheating,low,gemini_flash,google/gemini-3.5-flash,ta,literal,S36_Q1,Actor,D,D,1,"D, A, B, C"
S36__ta__literal__gemini_flash,S36,Fairness/Cheating,low,gemini_flash,google/gemini-3.5-flash,ta,literal,S36_Q2,Main action,A,A,1,"D, A, B, C"
S36__ta__literal__gemini_flash,S36,Fairness/Cheating,low,gemini_flash,google/gemini-3.5-flash,ta,literal,S36_Q3,Affected party/object,B,B,1,"D, A, B, C"
S36__ta__literal__gemini_flash,S36,Fairness/Cheating,low,gemini_flash,google/gemini-3.5-flash,ta,literal,S36_Q4,Consequence/outcome,C,C,1,"D, A, B, C"
S36__ta__adapted__chatgpt,S36,Fairness/Cheating,low,chatgpt,openai/gpt-4o-2024-11-20,ta,adapted,S36_Q1,Actor,D,D,1,"D,A,B,C"
S36__ta__adapted__chatgpt,S36,Fairness/Cheating,low,chatgpt,openai/gpt-4o-2024-11-20,ta,adapted,S36_Q2,Main action,A,A,1,"D,A,B,C"
S36__ta__adapted__chatgpt,S36,Fairness/Cheating,low,chatgpt,openai/gpt-4o-2024-11-20,ta,adapted,S36_Q3,Affected party/object,B,B,1,"D,A,B,C"
S36__ta__adapted__chatgpt,S36,Fairness/Cheating,low,chatgpt,openai/gpt-4o-2024-11-20,ta,adapted,S36_Q4,Consequence/outcome,C,C,1,"D,A,B,C"
S36__es__literal__chatgpt,S36,Fairness/Cheating,low,chatgpt,openai/gpt-4o-2024-11-20,es,literal,S36_Q1,Actor,D,D,1,"D,A,B,C"
S36__es__literal__chatgpt,S36,Fairness/Cheating,low,chatgpt,openai/gpt-4o-2024-11-20,es,literal,S36_Q2,Main action,A,A,1,"D,A,B,C"
S36__es__literal__chatgpt,S36,Fairness/Cheating,low,chatgpt,openai/gpt-4o-2024-11-20,es,literal,S36_Q3,Affected party/object,B,B,1,"D,A,B,C"
S36__es__literal__chatgpt,S36,Fairness/Cheating,low,chatgpt,openai/gpt-4o-2024-11-20,es,literal,S36_Q4,Consequence/outcome,C,C,1,"D,A,B,C"
S36__ta__adapted__gemini_flash,S36,Fairness/Cheating,low,gemini_flash,google/gemini-3.5-flash,ta,adapted,S36_Q1,Actor,D,D,1,"D, A, B, C"
S36__ta__adapted__gemini_flash,S36,Fairness/Cheating,low,gemini_flash,google/gemini-3.5-flash,ta,adapted,S36_Q2,Main action,A,A,1,"D, A, B, C"
S36__ta__adapted__gemini_flash,S36,Fairness/Cheating,low,gemini_flash,google/gemini-3.5-flash,ta,adapted,S36_Q3,Affected party/object,B,B,1,"D, A, B, C"
S36__ta__adapted__gemini_flash,S36,Fairness/Cheating,low,gemini_flash,google/gemini-3.5-flash,ta,adapted,S36_Q4,Consequence/outcome,C,C,1,"D, A, B, C"
S36__ta__adapted__claude,S36,Fairness/Cheating,low,claude,anthropic/claude-sonnet-4.6,ta,adapted,S36_Q1,Actor,D,D,1,"D,A,B,C"
S36__ta__adapted__claude,S36,Fairness/Cheating,low,claude,anthropic/claude-sonnet-4.6,ta,adapted,S36_Q2,Main action,A,A,1,"D,A,B,C"
S36__ta__adapted__claude,S36,Fairness/Cheating,low,claude,anthropic/claude-sonnet-4.6,ta,adapted,S36_Q3,Affected party/object,B,B,1,"D,A,B,C"
S36__ta__adapted__claude,S36,Fairness/Cheating,low,claude,anthropic/claude-sonnet-4.6,ta,adapted,S36_Q4,Consequence/outcome,C,C,1,"D,A,B,C"
S36__es__adapted__chatgpt,S36,Fairness/Cheating,low,chatgpt,openai/gpt-4o-2024-11-20,es,adapted,S36_Q1,Actor,D,D,1,"D,A,B,C"
S36__es__adapted__chatgpt,S36,Fairness/Cheating,low,chatgpt,openai/gpt-4o-2024-11-20,es,adapted,S36_Q2,Main action,A,A,1,"D,A,B,C"
S36__es__adapted__chatgpt,S36,Fairness/Cheating,low,chatgpt,openai/gpt-4o-2024-11-20,es,adapted,S36_Q3,Affected party/object,B,B,1,"D,A,B,C"
S36__es__adapted__chatgpt,S36,Fairness/Cheating,low,chatgpt,openai/gpt-4o-2024-11-20,es,adapted,S36_Q4,Consequence/outcome,C,C,1,"D,A,B,C"
S36__es__literal__gemini_flash,S36,Fairness/Cheating,low,gemini_flash,google/gemini-3.5-flash,es,literal,S36_Q1,Actor,D,D,1,"D, A, B, C"
S36__es__literal__gemini_flash,S36,Fairness/Cheating,low,gemini_flash,google/gemini-3.5-flash,es,literal,S36_Q2,Main action,A,A,1,"D, A, B, C"
S36__es__literal__gemini_flash,S36,Fairness/Cheating,low,gemini_flash,google/gemini-3.5-flash,es,literal,S36_Q3,Affected party/object,B,B,1,"D, A, B, C"
S36__es__literal__gemini_flash,S36,Fairness/Cheating,low,gemini_flash,google/gemini-3.5-flash,es,literal,S36_Q4,Consequence/outcome,C,C,1,"D, A, B, C"
S36__ja__literal__chatgpt,S36,Fairness/Cheating,low,chatgpt,openai/gpt-4o-2024-11-20,ja,literal,S36_Q1,Actor,D,D,1,D、A、B、C
S36__ja__literal__chatgpt,S36,Fairness/Cheating,low,chatgpt,openai/gpt-4o-2024-11-20,ja,literal,S36_Q2,Main action,A,A,1,D、A、B、C
S36__ja__literal__chatgpt,S36,Fairness/Cheating,low,chatgpt,openai/gpt-4o-2024-11-20,ja,literal,S36_Q3,Affected party/object,B,B,1,D、A、B、C
S36__ja__literal__chatgpt,S36,Fairness/Cheating,low,chatgpt,openai/gpt-4o-2024-11-20,ja,literal,S36_Q4,Consequence/outcome,C,C,1,D、A、B、C
S36__es__adapted__gemini_flash,S36,Fairness/Cheating,low,gemini_flash,google/gemini-3.5-flash,es,adapted,S36_Q1,Actor,D,D,1,"D,A,B,C"
S36__es__adapted__gemini_flash,S36,Fairness/Cheating,low,gemini_flash,google/gemini-3.5-flash,es,adapted,S36_Q2,Main action,A,A,1,"D,A,B,C"
S36__es__adapted__gemini_flash,S36,Fairness/Cheating,low,gemini_flash,google/gemini-3.5-flash,es,adapted,S36_Q3,Affected party/object,B,B,1,"D,A,B,C"
S36__es__adapted__gemini_flash,S36,Fairness/Cheating,low,gemini_flash,google/gemini-3.5-flash,es,adapted,S36_Q4,Consequence/outcome,C,C,1,"D,A,B,C"
S36__es__literal__claude,S36,Fairness/Cheating,low,claude,anthropic/claude-sonnet-4.6,es,literal,S36_Q1,Actor,D,D,1,"D,A,B,C"
S36__es__literal__claude,S36,Fairness/Cheating,low,claude,anthropic/claude-sonnet-4.6,es,literal,S36_Q2,Main action,A,A,1,"D,A,B,C"
S36__es__literal__claude,S36,Fairness/Cheating,low,claude,anthropic/claude-sonnet-4.6,es,literal,S36_Q3,Affected party/object,B,B,1,"D,A,B,C"
S36__es__literal__claude,S36,Fairness/Cheating,low,claude,anthropic/claude-sonnet-4.6,es,literal,S36_Q4,Consequence/outcome,C,C,1,"D,A,B,C"
S36__es__adapted__claude,S36,Fairness/Cheating,low,claude,anthropic/claude-sonnet-4.6,es,adapted,S36_Q1,Actor,D,D,1,"D,A,B,C"
S36__es__adapted__claude,S36,Fairness/Cheating,low,claude,anthropic/claude-sonnet-4.6,es,adapted,S36_Q2,Main action,A,A,1,"D,A,B,C"
S36__es__adapted__claude,S36,Fairness/Cheating,low,claude,anthropic/claude-sonnet-4.6,es,adapted,S36_Q3,Affected party/object,B,B,1,"D,A,B,C"
S36__es__adapted__claude,S36,Fairness/Cheating,low,claude,anthropic/claude-sonnet-4.6,es,adapted,S36_Q4,Consequence/outcome,C,C,1,"D,A,B,C"
S36__ja__literal__gemini_flash,S36,Fairness/Cheating,low,gemini_flash,google/gemini-3.5-flash,ja,literal,S36_Q1,Actor,D,D,1,"D, A, B, C"
S36__ja__literal__gemini_flash,S36,Fairness/Cheating,low,gemini_flash,google/gemini-3.5-flash,ja,literal,S36_Q2,Main action,A,A,1,"D, A, B, C"
S36__ja__literal__gemini_flash,S36,Fairness/Cheating,low,gemini_flash,google/gemini-3.5-flash,ja,literal,S36_Q3,Affected party/object,B,B,1,"D, A, B, C"
S36__ja__literal__gemini_flash,S36,Fairness/Cheating,low,gemini_flash,google/gemini-3.5-flash,ja,literal,S36_Q4,Consequence/outcome,C,C,1,"D, A, B, C"
S36__ja__adapted__chatgpt,S36,Fairness/Cheating,low,chatgpt,openai/gpt-4o-2024-11-20,ja,adapted,S36_Q1,Actor,D,D,1,D、A、B、C
S36__ja__adapted__chatgpt,S36,Fairness/Cheating,low,chatgpt,openai/gpt-4o-2024-11-20,ja,adapted,S36_Q2,Main action,A,A,1,D、A、B、C
S36__ja__adapted__chatgpt,S36,Fairness/Cheating,low,chatgpt,openai/gpt-4o-2024-11-20,ja,adapted,S36_Q3,Affected party/object,B,B,1,D、A、B、C
S36__ja__adapted__chatgpt,S36,Fairness/Cheating,low,chatgpt,openai/gpt-4o-2024-11-20,ja,adapted,S36_Q4,Consequence/outcome,C,C,1,D、A、B、C
S36__ar__literal__chatgpt,S36,Fairness/Cheating,low,chatgpt,openai/gpt-4o-2024-11-20,ar,literal,S36_Q1,Actor,D,D,1,"D, A, B, C"
S36__ar__literal__chatgpt,S36,Fairness/Cheating,low,chatgpt,openai/gpt-4o-2024-11-20,ar,literal,S36_Q2,Main action,A,A,1,"D, A, B, C"
S36__ar__literal__chatgpt,S36,Fairness/Cheating,low,chatgpt,openai/gpt-4o-2024-11-20,ar,literal,S36_Q3,Affected party/object,B,B,1,"D, A, B, C"
S36__ar__literal__chatgpt,S36,Fairness/Cheating,low,chatgpt,openai/gpt-4o-2024-11-20,ar,literal,S36_Q4,Consequence/outcome,C,C,1,"D, A, B, C"
S36__ja__adapted__gemini_flash,S36,Fairness/Cheating,low,gemini_flash,google/gemini-3.5-flash,ja,adapted,S36_Q1,Actor,D,D,1,"D, A, B, C"
S36__ja__adapted__gemini_flash,S36,Fairness/Cheating,low,gemini_flash,google/gemini-3.5-flash,ja,adapted,S36_Q2,Main action,A,A,1,"D, A, B, C"
S36__ja__adapted__gemini_flash,S36,Fairness/Cheating,low,gemini_flash,google/gemini-3.5-flash,ja,adapted,S36_Q3,Affected party/object,B,B,1,"D, A, B, C"
S36__ja__adapted__gemini_flash,S36,Fairness/Cheating,low,gemini_flash,google/gemini-3.5-flash,ja,adapted,S36_Q4,Consequence/outcome,C,C,1,"D, A, B, C"
S36__ja__literal__claude,S36,Fairness/Cheating,low,claude,anthropic/claude-sonnet-4.6,ja,literal,S36_Q1,Actor,D,D,1,D、A、B、C
S36__ja__literal__claude,S36,Fairness/Cheating,low,claude,anthropic/claude-sonnet-4.6,ja,literal,S36_Q2,Main action,A,A,1,D、A、B、C
S36__ja__literal__claude,S36,Fairness/Cheating,low,claude,anthropic/claude-sonnet-4.6,ja,literal,S36_Q3,Affected party/object,B,B,1,D、A、B、C
S36__ja__literal__claude,S36,Fairness/Cheating,low,claude,anthropic/claude-sonnet-4.6,ja,literal,S36_Q4,Consequence/outcome,C,C,1,D、A、B、C
S36__ar__literal__claude,S36,Fairness/Cheating,low,claude,anthropic/claude-sonnet-4.6,ar,literal,S36_Q1,Actor,D,D,1,D، A، B، C
S36__ar__literal__claude,S36,Fairness/Cheating,low,claude,anthropic/claude-sonnet-4.6,ar,literal,S36_Q2,Main action,A,A,1,D، A، B، C
S36__ar__literal__claude,S36,Fairness/Cheating,low,claude,anthropic/claude-sonnet-4.6,ar,literal,S36_Q3,Affected party/object,B,B,1,D، A، B، C
S36__ar__literal__claude,S36,Fairness/Cheating,low,claude,anthropic/claude-sonnet-4.6,ar,literal,S36_Q4,Consequence/outcome,C,C,1,D، A، B، C
S36__ja__adapted__claude,S36,Fairness/Cheating,low,claude,anthropic/claude-sonnet-4.6,ja,adapted,S36_Q1,Actor,D,D,1,D、A、B、C
S36__ja__adapted__claude,S36,Fairness/Cheating,low,claude,anthropic/claude-sonnet-4.6,ja,adapted,S36_Q2,Main action,A,A,1,D、A、B、C
S36__ja__adapted__claude,S36,Fairness/Cheating,low,claude,anthropic/claude-sonnet-4.6,ja,adapted,S36_Q3,Affected party/object,B,B,1,D、A、B、C
S36__ja__adapted__claude,S36,Fairness/Cheating,low,claude,anthropic/claude-sonnet-4.6,ja,adapted,S36_Q4,Consequence/outcome,C,C,1,D、A、B、C
