work_unit_id,scenario_id,foundation,shift_tier,model_key,model_id,input_language,scenario_version,action_correct,actor_correct,affected_correct,consequence_correct,correct_count_0_4,scenario_all_4_correct,raw_response,prompt_tokens,completion_tokens,total_tokens,cost_usd,rating_condition_id,english_baseline_rating,matched_condition_rating,absolute_rating_shift,comprehension_proportion,any_comprehension_error,shift_tier_manuscript
S22__hi__literal__claude,S22,Sanctity/Degradation,high,claude,anthropic/claude-sonnet-4.6,hi,literal,1,1,1,1,4,1,"B, C, D, A",1366,10,1376,0.004248,hi_translation_reason_en,6.0,6.0,0.0,1.0,0,Higher-shift
S22__bn__literal__chatgpt,S22,Sanctity/Degradation,high,chatgpt,openai/gpt-4o-2024-11-20,bn,literal,1,1,1,1,4,1,"B, C, D, A",621,7,628,0.0016225,bn_translation_reason_en,5.0,6.0,1.0,1.0,0,Higher-shift
S22__hi__adapted__gemini_flash,S22,Sanctity/Degradation,high,gemini_flash,google/gemini-3.5-flash,hi,adapted,1,1,1,1,4,1,"B, C, D, A",492,7,499,0.000801,hi_adapted_reason_en,5.0,5.0,0.0,1.0,0,Higher-shift
S22__bn__literal__gemini_flash,S22,Sanctity/Degradation,high,gemini_flash,google/gemini-3.5-flash,bn,literal,1,1,1,1,4,1,"B, C, D, A",458,7,465,0.00075,bn_translation_reason_en,5.0,6.0,1.0,1.0,0,Higher-shift
S22__bn__adapted__chatgpt,S22,Sanctity/Degradation,high,chatgpt,openai/gpt-4o-2024-11-20,bn,adapted,1,1,1,1,4,1,"B, C, D, A",608,7,615,0.00159,bn_adapted_reason_en,5.0,5.0,0.0,1.0,0,Higher-shift
S22__bn__literal__claude,S22,Sanctity/Degradation,high,claude,anthropic/claude-sonnet-4.6,bn,literal,1,1,1,1,4,1,"B, C, D, A",1613,10,1623,0.004989,bn_translation_reason_en,6.0,6.0,0.0,1.0,0,Higher-shift
S22__hi__adapted__claude,S22,Sanctity/Degradation,high,claude,anthropic/claude-sonnet-4.6,hi,adapted,1,1,1,1,4,1,"B, C, D, A",1299,10,1309,0.004047,hi_adapted_reason_en,6.0,6.0,0.0,1.0,0,Higher-shift
S22__bn__adapted__claude,S22,Sanctity/Degradation,high,claude,anthropic/claude-sonnet-4.6,bn,adapted,1,1,1,1,4,1,"B, C, D, A",1584,10,1594,0.004902,bn_adapted_reason_en,6.0,5.0,1.0,1.0,0,Higher-shift
S22__bn__adapted__gemini_flash,S22,Sanctity/Degradation,high,gemini_flash,google/gemini-3.5-flash,bn,adapted,1,1,1,1,4,1,"B, C, D, A",456,7,463,0.000747,bn_adapted_reason_en,5.0,5.0,0.0,1.0,0,Higher-shift
S22__ta__adapted__chatgpt,S22,Sanctity/Degradation,high,chatgpt,openai/gpt-4o-2024-11-20,ta,adapted,1,1,1,1,4,1,"B,C,D,A",736,4,740,0.00188,ta_adapted_reason_en,5.0,5.0,0.0,1.0,0,Higher-shift
S22__ta__literal__gemini_flash,S22,Sanctity/Degradation,high,gemini_flash,google/gemini-3.5-flash,ta,literal,1,1,1,1,4,1,"B, C, D, A",560,7,567,0.000903,ta_translation_reason_en,5.0,6.0,1.0,1.0,0,Higher-shift
S22__ta__literal__claude,S22,Sanctity/Degradation,high,claude,anthropic/claude-sonnet-4.6,ta,literal,1,1,1,1,4,1,"B,C,D,A",1894,10,1904,0.005832,ta_translation_reason_en,6.0,5.0,1.0,1.0,0,Higher-shift
S22__es__literal__chatgpt,S22,Sanctity/Degradation,high,chatgpt,openai/gpt-4o-2024-11-20,es,literal,1,1,1,1,4,1,"B,C,D,A",454,4,458,0.001175,es_translation_reason_en,5.0,6.0,1.0,1.0,0,Higher-shift
S22__ta__adapted__gemini_flash,S22,Sanctity/Degradation,high,gemini_flash,google/gemini-3.5-flash,ta,adapted,1,1,1,1,4,1,"B, C, D, A",559,7,566,0.0009015,ta_adapted_reason_en,5.0,5.0,0.0,1.0,0,Higher-shift
S22__es__literal__claude,S22,Sanctity/Degradation,high,claude,anthropic/claude-sonnet-4.6,es,literal,1,1,1,1,4,1,"B,C,D,A",590,10,600,0.00192,es_translation_reason_en,6.0,6.0,0.0,1.0,0,Higher-shift
S22__ta__adapted__claude,S22,Sanctity/Degradation,high,claude,anthropic/claude-sonnet-4.6,ta,adapted,1,1,1,1,4,1,"B,C,D,A",1876,10,1886,0.005778,ta_adapted_reason_en,6.0,6.0,0.0,1.0,0,Higher-shift
S22__es__literal__gemini_flash,S22,Sanctity/Degradation,high,gemini_flash,google/gemini-3.5-flash,es,literal,1,1,1,1,4,1,"B, C, D, A",454,7,461,0.000744,es_translation_reason_en,5.0,5.0,0.0,1.0,0,Higher-shift
S22__es__adapted__chatgpt,S22,Sanctity/Degradation,high,chatgpt,openai/gpt-4o-2024-11-20,es,adapted,1,0,1,1,3,0,"C,C,D,A",381,4,385,0.0009925,es_adapted_reason_en,5.0,6.0,1.0,0.75,1,Higher-shift
S22__ta__literal__chatgpt,S22,Sanctity/Degradation,high,chatgpt,openai/gpt-4o-2024-11-20,ta,literal,1,1,1,1,4,1,"B,C,D,A",737,4,741,0.0018825,ta_translation_reason_en,5.0,6.0,1.0,1.0,0,Higher-shift
S22__es__adapted__claude,S22,Sanctity/Degradation,high,claude,anthropic/claude-sonnet-4.6,es,adapted,1,0,1,1,3,0,"C,C,D,A",493,10,503,0.001629,es_adapted_reason_en,6.0,5.0,1.0,0.75,1,Higher-shift
S22__ja__literal__chatgpt,S22,Sanctity/Degradation,high,chatgpt,openai/gpt-4o-2024-11-20,ja,literal,1,0,1,1,3,0,D、C、D、A,672,7,679,0.00175,ja_translation_reason_en,5.0,6.0,1.0,0.75,1,Higher-shift
S22__ja__adapted__chatgpt,S22,Sanctity/Degradation,high,chatgpt,openai/gpt-4o-2024-11-20,ja,adapted,1,1,1,1,4,1,B、C、D、A,588,7,595,0.00154,ja_adapted_reason_en,5.0,6.0,1.0,1.0,0,Higher-shift
S22__ja__literal__gemini_flash,S22,Sanctity/Degradation,high,gemini_flash,google/gemini-3.5-flash,ja,literal,1,1,1,1,4,1,"B, C, D, A",480,7,487,0.000783,ja_translation_reason_en,5.0,6.0,1.0,1.0,0,Higher-shift
S22__ja__literal__claude,S22,Sanctity/Degradation,high,claude,anthropic/claude-sonnet-4.6,ja,literal,1,1,1,1,4,1,B、C、D、A,780,10,790,0.00249,ja_translation_reason_en,6.0,6.0,0.0,1.0,0,Higher-shift
S22__ja__adapted__gemini_flash,S22,Sanctity/Degradation,high,gemini_flash,google/gemini-3.5-flash,ja,adapted,1,1,1,1,4,1,"B, C, D, A",424,7,431,0.000699,ja_adapted_reason_en,5.0,6.0,1.0,1.0,0,Higher-shift
S22__ja__adapted__claude,S22,Sanctity/Degradation,high,claude,anthropic/claude-sonnet-4.6,ja,adapted,1,1,1,1,4,1,B、C、D、A,678,10,688,0.002184,ja_adapted_reason_en,6.0,5.0,1.0,1.0,0,Higher-shift
S22__ar__literal__claude,S22,Sanctity/Degradation,high,claude,anthropic/claude-sonnet-4.6,ar,literal,1,1,1,1,4,1,B، C، D، A,870,10,880,0.00276,ar_translation_reason_en,6.0,6.0,0.0,1.0,0,Higher-shift
S22__ar__literal__chatgpt,S22,Sanctity/Degradation,high,chatgpt,openai/gpt-4o-2024-11-20,ar,literal,1,1,1,1,4,1,B، C، D، A,443,7,450,0.0011775,ar_translation_reason_en,5.0,6.0,1.0,1.0,0,Higher-shift
S22__ar__literal__gemini_flash,S22,Sanctity/Degradation,high,gemini_flash,google/gemini-3.5-flash,ar,literal,1,1,1,1,4,1,"B, C, D, A",453,7,460,0.0007425,ar_translation_reason_en,5.0,5.0,0.0,1.0,0,Higher-shift
S22__ar__adapted__chatgpt,S22,Sanctity/Degradation,high,chatgpt,openai/gpt-4o-2024-11-20,ar,adapted,1,1,1,1,4,1,B، C، D، A,365,7,372,0.0009825,ar_adapted_reason_en,5.0,4.0,1.0,1.0,0,Higher-shift
S22__ar__adapted__gemini_flash,S22,Sanctity/Degradation,high,gemini_flash,google/gemini-3.5-flash,ar,adapted,1,1,1,1,4,1,"B, C, D, A",369,7,376,0.0006165,ar_adapted_reason_en,5.0,4.0,1.0,1.0,0,Higher-shift
S23__hi__literal__chatgpt,S23,Sanctity/Degradation,high,chatgpt,openai/gpt-4o-2024-11-20,hi,literal,1,1,1,1,4,1,"A, B, C, D",575,7,582,0.0015075,hi_translation_reason_en,4.0,5.0,1.0,1.0,0,Higher-shift
S23__hi__literal__gemini_flash,S23,Sanctity/Degradation,high,gemini_flash,google/gemini-3.5-flash,hi,literal,1,1,1,1,4,1,"A, B, C, D",487,7,494,0.0007935,hi_translation_reason_en,5.0,5.0,0.0,1.0,0,Higher-shift
S23__hi__literal__claude,S23,Sanctity/Degradation,high,claude,anthropic/claude-sonnet-4.6,hi,literal,1,1,1,1,4,1,"A, B, C, D",1265,10,1275,0.003945,hi_translation_reason_en,5.0,6.0,1.0,1.0,0,Higher-shift
S23__hi__adapted__chatgpt,S23,Sanctity/Degradation,high,chatgpt,openai/gpt-4o-2024-11-20,hi,adapted,1,1,1,1,4,1,"A, B, C, D",584,7,591,0.00153,hi_adapted_reason_en,4.0,5.0,1.0,1.0,0,Higher-shift
S22__ar__adapted__claude,S22,Sanctity/Degradation,high,claude,anthropic/claude-sonnet-4.6,ar,adapted,1,1,1,1,4,1,B، C، D، A,698,10,708,0.002244,ar_adapted_reason_en,6.0,5.0,1.0,1.0,0,Higher-shift
S23__bn__literal__chatgpt,S23,Sanctity/Degradation,high,chatgpt,openai/gpt-4o-2024-11-20,bn,literal,1,1,1,1,4,1,"A, B, C, D",580,7,587,0.00152,bn_translation_reason_en,4.0,5.0,1.0,1.0,0,Higher-shift
S23__hi__adapted__gemini_flash,S23,Sanctity/Degradation,high,gemini_flash,google/gemini-3.5-flash,hi,adapted,1,1,1,1,4,1,"A, B, C, D",486,7,493,0.000792,hi_adapted_reason_en,5.0,5.0,0.0,1.0,0,Higher-shift
S22__es__adapted__gemini_flash,S22,Sanctity/Degradation,high,gemini_flash,google/gemini-3.5-flash,es,adapted,1,1,1,1,4,1,"B, C, D, A",382,7,389,0.000636,es_adapted_reason_en,5.0,5.0,0.0,1.0,0,Higher-shift
S23__hi__adapted__claude,S23,Sanctity/Degradation,high,claude,anthropic/claude-sonnet-4.6,hi,adapted,1,1,1,1,4,1,"A, B, C, D",1307,10,1317,0.004071,hi_adapted_reason_en,5.0,6.0,1.0,1.0,0,Higher-shift
S23__bn__literal__gemini_flash,S23,Sanctity/Degradation,high,gemini_flash,google/gemini-3.5-flash,bn,literal,1,1,1,1,4,1,"A, B, C, D",428,7,435,0.000705,bn_translation_reason_en,5.0,5.0,0.0,1.0,0,Higher-shift
S23__bn__adapted__chatgpt,S23,Sanctity/Degradation,high,chatgpt,openai/gpt-4o-2024-11-20,bn,adapted,1,1,1,1,4,1,"A, B, C, D",623,7,630,0.0016275,bn_adapted_reason_en,4.0,5.0,1.0,1.0,0,Higher-shift
S23__ta__literal__chatgpt,S23,Sanctity/Degradation,high,chatgpt,openai/gpt-4o-2024-11-20,ta,literal,1,1,1,1,4,1,"A,B,C,D",740,4,744,0.00189,ta_translation_reason_en,4.0,4.0,0.0,1.0,0,Higher-shift
S23__bn__literal__claude,S23,Sanctity/Degradation,high,claude,anthropic/claude-sonnet-4.6,bn,literal,1,1,1,1,4,1,"A, B, C, D",1518,10,1528,0.004704,bn_translation_reason_en,5.0,6.0,1.0,1.0,0,Higher-shift
S23__ta__literal__claude,S23,Sanctity/Degradation,high,claude,anthropic/claude-sonnet-4.6,ta,literal,1,1,1,1,4,1,"A,B,C,D",1823,10,1833,0.005619,ta_translation_reason_en,5.0,4.0,1.0,1.0,0,Higher-shift
S23__ta__literal__gemini_flash,S23,Sanctity/Degradation,high,gemini_flash,google/gemini-3.5-flash,ta,literal,1,1,1,1,4,1,"A, B, C, D",556,7,563,0.000897,ta_translation_reason_en,5.0,5.0,0.0,1.0,0,Higher-shift
S23__bn__adapted__claude,S23,Sanctity/Degradation,high,claude,anthropic/claude-sonnet-4.6,bn,adapted,1,1,1,1,4,1,"A, B, C, D",1679,10,1689,0.005187,bn_adapted_reason_en,5.0,6.0,1.0,1.0,0,Higher-shift
S23__ta__adapted__chatgpt,S23,Sanctity/Degradation,high,chatgpt,openai/gpt-4o-2024-11-20,ta,adapted,1,1,1,1,4,1,"A,B,C,D",725,4,729,0.0018525,ta_adapted_reason_en,4.0,3.0,1.0,1.0,0,Higher-shift
S23__ta__adapted__claude,S23,Sanctity/Degradation,high,claude,anthropic/claude-sonnet-4.6,ta,adapted,1,1,1,1,4,1,"A,B,C,D",1813,10,1823,0.005589,ta_adapted_reason_en,5.0,4.0,1.0,1.0,0,Higher-shift
S23__es__literal__chatgpt,S23,Sanctity/Degradation,high,chatgpt,openai/gpt-4o-2024-11-20,es,literal,1,1,1,1,4,1,"A,B,C,D",461,4,465,0.0011925,es_translation_reason_en,4.0,6.0,2.0,1.0,0,Higher-shift
S23__ta__adapted__gemini_flash,S23,Sanctity/Degradation,high,gemini_flash,google/gemini-3.5-flash,ta,adapted,1,1,1,1,4,1,"A, B, C, D",548,7,555,0.000885,ta_adapted_reason_en,5.0,5.0,0.0,1.0,0,Higher-shift
S23__es__literal__gemini_flash,S23,Sanctity/Degradation,high,gemini_flash,google/gemini-3.5-flash,es,literal,1,1,1,1,4,1,"A, B, C, D",466,7,473,0.000762,es_translation_reason_en,5.0,5.0,0.0,1.0,0,Higher-shift
S23__es__literal__claude,S23,Sanctity/Degradation,high,claude,anthropic/claude-sonnet-4.6,es,literal,1,1,1,1,4,1,"A,B,C,D",601,10,611,0.001953,es_translation_reason_en,5.0,6.0,1.0,1.0,0,Higher-shift
S23__es__adapted__chatgpt,S23,Sanctity/Degradation,high,chatgpt,openai/gpt-4o-2024-11-20,es,adapted,1,1,1,1,4,1,"A,B,C,D",385,4,389,0.0010025,es_adapted_reason_en,4.0,4.0,0.0,1.0,0,Higher-shift
S23__es__adapted__claude,S23,Sanctity/Degradation,high,claude,anthropic/claude-sonnet-4.6,es,adapted,1,1,1,1,4,1,"A,B,C,D",509,10,519,0.001677,es_adapted_reason_en,5.0,4.0,1.0,1.0,0,Higher-shift
S23__es__adapted__gemini_flash,S23,Sanctity/Degradation,high,gemini_flash,google/gemini-3.5-flash,es,adapted,1,1,1,1,4,1,"A, B, C, D",388,7,395,0.000645,es_adapted_reason_en,5.0,4.0,1.0,1.0,0,Higher-shift
S23__ja__literal__chatgpt,S23,Sanctity/Degradation,high,chatgpt,openai/gpt-4o-2024-11-20,ja,literal,1,1,1,1,4,1,A、B、C、D,677,7,684,0.0017625,ja_translation_reason_en,4.0,5.0,1.0,1.0,0,Higher-shift
S23__bn__adapted__gemini_flash,S23,Sanctity/Degradation,high,gemini_flash,google/gemini-3.5-flash,bn,adapted,1,1,1,1,4,1,"A, B, C, D",445,7,452,0.0007305,bn_adapted_reason_en,5.0,5.0,0.0,1.0,0,Higher-shift
S23__ja__literal__gemini_flash,S23,Sanctity/Degradation,high,gemini_flash,google/gemini-3.5-flash,ja,literal,1,1,1,1,4,1,"A, B, C, D",491,7,498,0.0007995,ja_translation_reason_en,5.0,5.0,0.0,1.0,0,Higher-shift
S23__ja__literal__claude,S23,Sanctity/Degradation,high,claude,anthropic/claude-sonnet-4.6,ja,literal,1,1,1,1,4,1,A、B、C、D,763,10,773,0.002439,ja_translation_reason_en,5.0,6.0,1.0,1.0,0,Higher-shift
S23__ar__literal__chatgpt,S23,Sanctity/Degradation,high,chatgpt,openai/gpt-4o-2024-11-20,ar,literal,1,1,1,1,4,1,A، B، C، D,427,7,434,0.0011375,ar_translation_reason_en,4.0,5.0,1.0,1.0,0,Higher-shift
S23__ja__adapted__chatgpt,S23,Sanctity/Degradation,high,chatgpt,openai/gpt-4o-2024-11-20,ja,adapted,1,1,1,1,4,1,A、B、C、D,591,7,598,0.0015475,ja_adapted_reason_en,4.0,4.0,0.0,1.0,0,Higher-shift
S23__ar__adapted__chatgpt,S23,Sanctity/Degradation,high,chatgpt,openai/gpt-4o-2024-11-20,ar,adapted,1,1,1,1,4,1,A، B، C، D,361,7,368,0.0009725,ar_adapted_reason_en,4.0,3.0,1.0,1.0,0,Higher-shift
S23__ja__adapted__claude,S23,Sanctity/Degradation,high,claude,anthropic/claude-sonnet-4.6,ja,adapted,1,1,1,1,4,1,A、B、C、D,667,10,677,0.002151,ja_adapted_reason_en,5.0,6.0,1.0,1.0,0,Higher-shift
S23__ar__literal__claude,S23,Sanctity/Degradation,high,claude,anthropic/claude-sonnet-4.6,ar,literal,1,1,1,1,4,1,A، B، C، D,824,10,834,0.002622,ar_translation_reason_en,5.0,6.0,1.0,1.0,0,Higher-shift
S23__ar__literal__gemini_flash,S23,Sanctity/Degradation,high,gemini_flash,google/gemini-3.5-flash,ar,literal,1,1,1,1,4,1,"A, B, C, D",438,7,445,0.00072,ar_translation_reason_en,5.0,7.0,2.0,1.0,0,Higher-shift
S24__hi__literal__chatgpt,S24,Sanctity/Degradation,low,chatgpt,openai/gpt-4o-2024-11-20,hi,literal,1,1,1,1,4,1,"डी, ए, बी, सी",603,7,610,0.0015775,hi_translation_reason_en,6.0,7.0,1.0,1.0,0,Lower-shift
S23__ar__adapted__gemini_flash,S23,Sanctity/Degradation,high,gemini_flash,google/gemini-3.5-flash,ar,adapted,1,1,1,1,4,1,"A, B, C, D",370,7,377,0.000618,ar_adapted_reason_en,5.0,4.0,1.0,1.0,0,Higher-shift
S23__ar__adapted__claude,S23,Sanctity/Degradation,high,claude,anthropic/claude-sonnet-4.6,ar,adapted,1,1,1,1,4,1,A، B، C، D,697,10,707,0.002241,ar_adapted_reason_en,5.0,4.0,1.0,1.0,0,Higher-shift
S24__hi__literal__claude,S24,Sanctity/Degradation,low,claude,anthropic/claude-sonnet-4.6,hi,literal,1,1,1,1,4,1,"D, A, B, C",1301,10,1311,0.004053,hi_translation_reason_en,6.0,6.0,0.0,1.0,0,Lower-shift
S23__ja__adapted__gemini_flash,S23,Sanctity/Degradation,high,gemini_flash,google/gemini-3.5-flash,ja,adapted,1,1,1,1,4,1,"A, B, C, D",429,7,436,0.0007065,ja_adapted_reason_en,5.0,4.0,1.0,1.0,0,Higher-shift
S24__hi__literal__gemini_flash,S24,Sanctity/Degradation,low,gemini_flash,google/gemini-3.5-flash,hi,literal,1,1,1,1,4,1,"D, A, B, C",510,7,517,0.000828,hi_translation_reason_en,6.0,6.0,0.0,1.0,0,Lower-shift
S24__hi__adapted__chatgpt,S24,Sanctity/Degradation,low,chatgpt,openai/gpt-4o-2024-11-20,hi,adapted,1,1,1,1,4,1,"डी, ए, बी, सी",578,7,585,0.001515,hi_adapted_reason_en,6.0,6.0,0.0,1.0,0,Lower-shift
S24__hi__adapted__claude,S24,Sanctity/Degradation,low,claude,anthropic/claude-sonnet-4.6,hi,adapted,1,1,1,1,4,1,"D, A, B, C",1210,10,1220,0.00378,hi_adapted_reason_en,6.0,6.0,0.0,1.0,0,Lower-shift
S24__hi__adapted__gemini_flash,S24,Sanctity/Degradation,low,gemini_flash,google/gemini-3.5-flash,hi,adapted,1,1,1,1,4,1,"D, A, B, C",488,7,495,0.000795,hi_adapted_reason_en,6.0,7.0,1.0,1.0,0,Lower-shift
S24__bn__adapted__chatgpt,S24,Sanctity/Degradation,low,chatgpt,openai/gpt-4o-2024-11-20,bn,adapted,1,1,1,1,4,1,"D, A, B, C",688,7,695,0.00179,bn_adapted_reason_en,6.0,6.0,0.0,1.0,0,Lower-shift
S24__bn__literal__chatgpt,S24,Sanctity/Degradation,low,chatgpt,openai/gpt-4o-2024-11-20,bn,literal,1,1,1,1,4,1,"D, A, B, C",677,7,684,0.0017625,bn_translation_reason_en,6.0,6.0,0.0,1.0,0,Lower-shift
S24__bn__literal__gemini_flash,S24,Sanctity/Degradation,low,gemini_flash,google/gemini-3.5-flash,bn,literal,1,1,1,1,4,1,"D, A, B, C",458,7,465,0.00075,bn_translation_reason_en,6.0,7.0,1.0,1.0,0,Lower-shift
S24__bn__adapted__claude,S24,Sanctity/Degradation,low,claude,anthropic/claude-sonnet-4.6,bn,adapted,1,1,1,1,4,1,"D, A, B, C",1691,10,1701,0.005223,bn_adapted_reason_en,6.0,6.0,0.0,1.0,0,Lower-shift
S24__bn__adapted__gemini_flash,S24,Sanctity/Degradation,low,gemini_flash,google/gemini-3.5-flash,bn,adapted,1,1,1,1,4,1,"D, A, B, C",460,7,467,0.000753,bn_adapted_reason_en,6.0,6.0,0.0,1.0,0,Lower-shift
S24__ta__literal__chatgpt,S24,Sanctity/Degradation,low,chatgpt,openai/gpt-4o-2024-11-20,ta,literal,1,1,1,1,4,1,"D,A,B,C",783,4,787,0.0019975,ta_translation_reason_en,6.0,6.0,0.0,1.0,0,Lower-shift
S24__bn__literal__claude,S24,Sanctity/Degradation,low,claude,anthropic/claude-sonnet-4.6,bn,literal,1,1,1,1,4,1,"D, A, B, C",1680,10,1690,0.00519,bn_translation_reason_en,6.0,6.0,0.0,1.0,0,Lower-shift
S24__ta__adapted__chatgpt,S24,Sanctity/Degradation,low,chatgpt,openai/gpt-4o-2024-11-20,ta,adapted,1,1,1,1,4,1,"D,A,B,C",784,4,788,0.002,ta_adapted_reason_en,6.0,6.0,0.0,1.0,0,Lower-shift
S24__ta__literal__gemini_flash,S24,Sanctity/Degradation,low,gemini_flash,google/gemini-3.5-flash,ta,literal,1,1,1,1,4,1,"D, A, B, C",574,7,581,0.000924,ta_translation_reason_en,6.0,6.0,0.0,1.0,0,Lower-shift
S24__es__literal__chatgpt,S24,Sanctity/Degradation,low,chatgpt,openai/gpt-4o-2024-11-20,es,literal,1,1,1,1,4,1,"D,A,B,C",474,4,478,0.001225,es_translation_reason_en,6.0,6.0,0.0,1.0,0,Lower-shift
S24__ta__literal__claude,S24,Sanctity/Degradation,low,claude,anthropic/claude-sonnet-4.6,ta,literal,1,1,1,1,4,1,"D,A,B,C",1883,10,1893,0.005799,ta_translation_reason_en,6.0,6.0,0.0,1.0,0,Lower-shift
S24__ta__adapted__gemini_flash,S24,Sanctity/Degradation,low,gemini_flash,google/gemini-3.5-flash,ta,adapted,1,1,1,1,4,1,"D, A, B, C",575,7,582,0.0009255,ta_adapted_reason_en,6.0,6.0,0.0,1.0,0,Lower-shift
S24__es__adapted__chatgpt,S24,Sanctity/Degradation,low,chatgpt,openai/gpt-4o-2024-11-20,es,adapted,1,1,1,1,4,1,"D,A,B,C",393,4,397,0.0010225,es_adapted_reason_en,6.0,6.0,0.0,1.0,0,Lower-shift
S24__es__literal__gemini_flash,S24,Sanctity/Degradation,low,gemini_flash,google/gemini-3.5-flash,es,literal,1,1,1,1,4,1,"D, A, B, C",474,7,481,0.000774,es_translation_reason_en,6.0,6.0,0.0,1.0,0,Lower-shift
S24__ja__literal__chatgpt,S24,Sanctity/Degradation,low,chatgpt,openai/gpt-4o-2024-11-20,ja,literal,1,1,1,1,4,1,D、A、B、C,686,7,693,0.001785,ja_translation_reason_en,6.0,6.0,0.0,1.0,0,Lower-shift
S24__es__adapted__gemini_flash,S24,Sanctity/Degradation,low,gemini_flash,google/gemini-3.5-flash,es,adapted,1,1,1,1,4,1,"D, A, B, C",392,7,399,0.000651,es_adapted_reason_en,6.0,5.0,1.0,1.0,0,Lower-shift
S24__es__adapted__claude,S24,Sanctity/Degradation,low,claude,anthropic/claude-sonnet-4.6,es,adapted,1,1,1,1,4,1,"D,A,B,C",503,10,513,0.001659,es_adapted_reason_en,6.0,6.0,0.0,1.0,0,Lower-shift
S24__es__literal__claude,S24,Sanctity/Degradation,low,claude,anthropic/claude-sonnet-4.6,es,literal,1,1,1,1,4,1,"D,A,B,C",620,10,630,0.00201,es_translation_reason_en,6.0,6.0,0.0,1.0,0,Lower-shift
S24__ta__adapted__claude,S24,Sanctity/Degradation,low,claude,anthropic/claude-sonnet-4.6,ta,adapted,1,1,1,1,4,1,"D,A,B,C",1891,10,1901,0.005823,ta_adapted_reason_en,6.0,6.0,0.0,1.0,0,Lower-shift
S24__ja__literal__gemini_flash,S24,Sanctity/Degradation,low,gemini_flash,google/gemini-3.5-flash,ja,literal,1,1,1,1,4,1,"D, A, B, C",503,7,510,0.0008175,ja_translation_reason_en,6.0,6.0,0.0,1.0,0,Lower-shift
S24__ja__adapted__chatgpt,S24,Sanctity/Degradation,low,chatgpt,openai/gpt-4o-2024-11-20,ja,adapted,1,1,1,1,4,1,"D, A, B, C",571,7,578,0.0014975,ja_adapted_reason_en,6.0,6.0,0.0,1.0,0,Lower-shift
S24__ja__adapted__gemini_flash,S24,Sanctity/Degradation,low,gemini_flash,google/gemini-3.5-flash,ja,adapted,1,1,1,1,4,1,"D, A, B, C",423,7,430,0.0006975,ja_adapted_reason_en,6.0,6.0,0.0,1.0,0,Lower-shift
S24__ja__adapted__claude,S24,Sanctity/Degradation,low,claude,anthropic/claude-sonnet-4.6,ja,adapted,1,1,1,1,4,1,D、A、B、C,665,10,675,0.002145,ja_adapted_reason_en,6.0,6.0,0.0,1.0,0,Lower-shift
S24__ar__literal__chatgpt,S24,Sanctity/Degradation,low,chatgpt,openai/gpt-4o-2024-11-20,ar,literal,1,1,1,1,4,1,D، A، B، C,435,7,442,0.0011575,ar_translation_reason_en,6.0,6.0,0.0,1.0,0,Lower-shift
S24__ja__literal__claude,S24,Sanctity/Degradation,low,claude,anthropic/claude-sonnet-4.6,ja,literal,1,1,1,1,4,1,D、A、B、C,797,10,807,0.002541,ja_translation_reason_en,6.0,6.0,0.0,1.0,0,Lower-shift
S24__ar__adapted__chatgpt,S24,Sanctity/Degradation,low,chatgpt,openai/gpt-4o-2024-11-20,ar,adapted,1,1,1,1,4,1,D، A، B، C,370,7,377,0.000995,ar_adapted_reason_en,6.0,6.0,0.0,1.0,0,Lower-shift
S24__ar__literal__claude,S24,Sanctity/Degradation,low,claude,anthropic/claude-sonnet-4.6,ar,literal,1,1,1,1,4,1,D، A، B، C,822,10,832,0.002616,ar_translation_reason_en,6.0,6.0,0.0,1.0,0,Lower-shift
S24__ar__literal__gemini_flash,S24,Sanctity/Degradation,low,gemini_flash,google/gemini-3.5-flash,ar,literal,1,1,1,1,4,1,"D, A, B, C",450,7,457,0.000738,ar_translation_reason_en,6.0,6.0,0.0,1.0,0,Lower-shift
S24__ar__adapted__claude,S24,Sanctity/Degradation,low,claude,anthropic/claude-sonnet-4.6,ar,adapted,1,1,1,1,4,1,"D, A, B, C",680,10,690,0.00219,ar_adapted_reason_en,6.0,6.0,0.0,1.0,0,Lower-shift
S26__hi__literal__chatgpt,S26,Care/Harm,high,chatgpt,openai/gpt-4o-2024-11-20,hi,literal,1,1,1,1,4,1,"A, B, C, D",486,7,493,0.001285,hi_translation_reason_en,4.0,4.0,0.0,1.0,0,Higher-shift
S24__ar__adapted__gemini_flash,S24,Sanctity/Degradation,low,gemini_flash,google/gemini-3.5-flash,ar,adapted,1,1,1,1,4,1,"D, A, B, C",380,7,387,0.000633,ar_adapted_reason_en,6.0,6.0,0.0,1.0,0,Lower-shift
S26__hi__literal__claude,S26,Care/Harm,high,claude,anthropic/claude-sonnet-4.6,hi,literal,1,1,1,1,4,1,"A, B, C, D",1071,10,1081,0.003363,hi_translation_reason_en,5.0,6.0,1.0,1.0,0,Higher-shift
S26__hi__adapted__chatgpt,S26,Care/Harm,high,chatgpt,openai/gpt-4o-2024-11-20,hi,adapted,1,1,1,1,4,1,"A, B, C, D",484,7,491,0.00128,hi_adapted_reason_en,4.0,4.0,0.0,1.0,0,Higher-shift
S26__hi__literal__gemini_flash,S26,Care/Harm,high,gemini_flash,google/gemini-3.5-flash,hi,literal,1,1,1,1,4,1,"A, B, C, D",402,7,409,0.000666,hi_translation_reason_en,6.0,6.0,0.0,1.0,0,Higher-shift
